Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,backprop,25095.801,0:00:25,0.0008,0.4016,0.0037
4,backprop,19577.155,0:00:20,0.0007,0.3155,0.0029
6,backprop,20001.252,0:00:20,0.0007,0.3243,0.0030
8,backprop,17191.432,0:00:17,0.0005,0.2622,0.0024
10,backprop,17511.201,0:00:18,0.0006,0.2843,0.0026
12,backprop,16714.533,0:00:17,0.0006,0.2705,0.0025
14,backprop,16732.095,0:00:17,0.0006,0.2695,0.0025
16,backprop,15369.361,0:00:15,0.0005,0.2491,0.0023
18,backprop,15437.904,0:00:15,0.0005,0.2504,0.0023
20,backprop,15430.706,0:00:15,0.0005,0.2502,0.0023
22,backprop,15538.651,0:00:16,0.0005,0.2523,0.0023
24,backprop,15509.548,0:00:16,0.0005,0.2519,0.0023
26,backprop,15456.669,0:00:15,0.0005,0.2507,0.0023
28,backprop,15408.723,0:00:15,0.0005,0.2500,0.0023
30,backprop,15428.364,0:00:15,0.0005,0.2504,0.0023
32,backprop,15440.541,0:00:15,0.0005,0.2507,0.0023
34,backprop,15491.263,0:00:15,0.0005,0.2514,0.0023
36,backprop,15490.099,0:00:15,0.0005,0.2516,0.0023
38,backprop,15504.334,0:00:16,0.0005,0.2519,0.0023
40,backprop,15571.850,0:00:16,0.0005,0.2528,0.0024
42,backprop,15358.861,0:00:15,0.0005,0.2498,0.0023
44,backprop,15555.906,0:00:16,0.0005,0.2528,0.0024
46,backprop,15485.278,0:00:15,0.0005,0.2516,0.0023
48,backprop,15494.469,0:00:15,0.0005,0.2518,0.0023
50,backprop,15582.305,0:00:16,0.0005,0.2535,0.0024
52,backprop,15421.528,0:00:15,0.0005,0.2508,0.0023
54,backprop,15755.401,0:00:16,0.0005,0.2561,0.0024
56,backprop,15566.686,0:00:16,0.0005,0.2530,0.0024
58,backprop,15380.913,0:00:15,0.0005,0.2500,0.0023
60,backprop,15493.286,0:00:15,0.0005,0.2515,0.0023
62,backprop,15395.610,0:00:15,0.0005,0.2509,0.0023
64,backprop,15375.049,0:00:15,0.0005,0.2497,0.0023
66,backprop,15647.261,0:00:16,0.0005,0.2541,0.0024
68,backprop,15558.556,0:00:16,0.0005,0.2527,0.0024
70,backprop,15479.666,0:00:15,0.0005,0.2513,0.0023
72,backprop,15452.740,0:00:15,0.0005,0.2511,0.0023
74,backprop,15787.051,0:00:16,0.0005,0.2574,0.0024
76,backprop,15512.031,0:00:16,0.0005,0.2519,0.0023
78,backprop,15585.526,0:00:16,0.0005,0.2538,0.0024
80,backprop,15451.629,0:00:15,0.0005,0.2514,0.0023
82,backprop,15672.885,0:00:16,0.0005,0.2549,0.0024
84,backprop,15522.680,0:00:16,0.0005,0.2521,0.0023
86,backprop,15449.736,0:00:15,0.0005,0.2509,0.0023
88,backprop,15370.682,0:00:15,0.0005,0.2496,0.0023
