Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,cfd,116698.868,0:01:57,0.0038,1.8473,0.0172
4,cfd,60837.372,0:01:01,0.0021,1.0106,0.0094
6,cfd,43434.918,0:00:43,0.0015,0.7386,0.0069
8,cfd,33986.707,0:00:34,0.0012,0.5949,0.0055
10,cfd,28644.084,0:00:29,0.0011,0.5129,0.0048
12,cfd,24871.267,0:00:25,0.0009,0.4535,0.0042
14,cfd,22375.284,0:00:22,0.0009,0.4137,0.0038
16,cfd,20352.720,0:00:20,0.0008,0.3791,0.0035
18,cfd,18906.900,0:00:19,0.0007,0.3550,0.0033
20,cfd,17079.167,0:00:17,0.0007,0.3215,0.0030
22,cfd,15646.581,0:00:16,0.0006,0.3028,0.0028
24,cfd,14621.345,0:00:15,0.0006,0.2910,0.0027
26,cfd,13456.582,0:00:13,0.0006,0.2674,0.0025
28,cfd,12773.670,0:00:13,0.0005,0.2616,0.0024
30,cfd,12070.190,0:00:12,0.0005,0.2522,0.0023
32,cfd,11566.414,0:00:12,0.0005,0.2406,0.0022
34,cfd,10881.394,0:00:11,0.0005,0.2326,0.0022
36,cfd,10404.513,0:00:10,0.0005,0.2258,0.0021
38,cfd,10110.901,0:00:10,0.0005,0.2232,0.0021
40,cfd,9649.452,0:00:10,0.0004,0.2096,0.0019
42,cfd,9290.491,0:00:09,0.0004,0.2009,0.0019
44,cfd,8990.933,0:00:09,0.0004,0.1924,0.0018
46,cfd,9069.818,0:00:09,0.0004,0.2008,0.0019
48,cfd,8863.887,0:00:09,0.0004,0.2130,0.0020
50,cfd,8757.623,0:00:09,0.0004,0.2127,0.0020
52,cfd,8667.060,0:00:09,0.0004,0.2116,0.0020
54,cfd,8343.294,0:00:08,0.0004,0.2056,0.0019
56,cfd,8104.272,0:00:08,0.0004,0.2040,0.0019
58,cfd,7781.426,0:00:08,0.0004,0.1920,0.0018
60,cfd,7778.177,0:00:08,0.0004,0.1928,0.0018
62,cfd,7542.510,0:00:08,0.0004,0.1823,0.0017
64,cfd,7401.764,0:00:07,0.0004,0.1766,0.0016
66,cfd,7287.951,0:00:07,0.0004,0.1739,0.0016
68,cfd,7249.536,0:00:07,0.0004,0.1735,0.0016
70,cfd,7274.980,0:00:07,0.0004,0.1756,0.0016
72,cfd,7058.922,0:00:07,0.0003,0.1659,0.0015
74,cfd,6924.570,0:00:07,0.0003,0.1611,0.0015
76,cfd,6721.108,0:00:07,0.0004,0.1782,0.0017
78,cfd,6899.463,0:00:07,0.0003,0.1624,0.0015
80,cfd,6606.182,0:00:07,0.0004,0.1761,0.0016
82,cfd,6592.542,0:00:07,0.0004,0.1773,0.0016
84,cfd,6521.750,0:00:07,0.0004,0.1796,0.0017
86,cfd,6325.637,0:00:06,0.0004,0.1759,0.0016
88,cfd,6291.021,0:00:06,0.0004,0.1738,0.0016
