Treads,time_seconds,Time,Energy,CO2eq,travelled
2,50.010269,0:00:50,0.0017,0.8055,0.0075
4,39.005984,0:00:39,0.0014,0.6558,0.0061
6,35.046650,0:00:35,0.0013,0.6218,0.0058
8,33.777104,0:00:34,0.0012,0.5506,0.0051
10,33.760128,0:00:34,0.0012,0.5510,0.0051
12,32.883429,0:00:33,0.0012,0.5482,0.0051
14,33.459940,0:00:33,0.0012,0.5678,0.0053
16,33.690975,0:00:34,0.0012,0.5847,0.0054
18,33.677782,0:00:34,0.0013,0.5966,0.0055
20,33.044105,0:00:33,0.0013,0.5942,0.0055
22,33.975400,0:00:34,0.0013,0.6379,0.0059
24,34.097719,0:00:34,0.0014,0.6709,0.0062
26,34.344602,0:00:34,0.0014,0.6841,0.0064
28,34.566376,0:00:35,0.0015,0.7167,0.0067
30,34.368572,0:00:34,0.0015,0.7108,0.0066
32,34.991508,0:00:35,0.0015,0.7113,0.0066
34,35.234840,0:00:35,0.0015,0.7110,0.0066
36,35.447818,0:00:35,0.0015,0.7252,0.0067
38,35.320167,0:00:35,0.0015,0.7325,0.0068
40,35.045179,0:00:35,0.0016,0.7708,0.0072
