Treads,time_seconds,Time,Energy,CO2eq,travelled
2,50.024468,0:00:50,0.0015,0.2101,0.0020
4,38.183161,0:00:38,0.0013,0.1776,0.0017
6,35.797350,0:00:36,0.0012,0.1689,0.0016
8,34.235504,0:00:34,0.0012,0.1739,0.0016
10,33.961489,0:00:34,0.0012,0.1659,0.0015
12,33.542892,0:00:34,0.0011,0.1600,0.0015
14,33.525698,0:00:34,0.0012,0.1647,0.0015
16,33.055930,0:00:33,0.0012,0.1685,0.0016
18,33.714274,0:00:34,0.0012,0.1730,0.0016
20,33.826280,0:00:34,0.0012,0.1766,0.0016
22,34.199288,0:00:34,0.0014,0.1966,0.0018
24,33.558148,0:00:34,0.0013,0.1806,0.0017
26,33.536746,0:00:34,0.0013,0.1815,0.0017
28,33.973008,0:00:34,0.0013,0.1903,0.0018
30,34.086858,0:00:34,0.0014,0.1980,0.0018
32,35.036426,0:00:35,0.0015,0.2126,0.0020
34,34.216957,0:00:34,0.0015,0.2073,0.0019
36,34.336078,0:00:34,0.0016,0.2288,0.0021
38,35.335537,0:00:35,0.0016,0.2210,0.0021
40,36.084045,0:00:36,0.0018,0.2552,0.0024
