Treads,time_seconds,Time,Energy,CO2eq,travelled
2,50.327710,0:00:50,0.0017,0.8099,0.0075
4,38.351505,0:00:38,0.0014,0.6418,0.0060
6,35.277118,0:00:35,0.0013,0.6082,0.0057
8,33.812436,0:00:34,0.0012,0.5520,0.0051
10,33.570791,0:00:34,0.0011,0.5457,0.0051
12,33.771579,0:00:34,0.0012,0.5693,0.0053
14,33.901865,0:00:34,0.0012,0.5904,0.0055
16,33.550876,0:00:34,0.0012,0.5805,0.0054
18,33.757425,0:00:34,0.0013,0.6068,0.0056
20,33.469020,0:00:33,0.0013,0.6053,0.0056
22,33.807040,0:00:34,0.0013,0.6038,0.0056
24,33.592374,0:00:34,0.0013,0.6068,0.0056
26,33.840009,0:00:34,0.0013,0.6088,0.0057
28,34.144834,0:00:34,0.0014,0.6692,0.0062
30,34.473904,0:00:34,0.0016,0.7374,0.0069
32,34.324919,0:00:34,0.0015,0.7126,0.0066
34,34.368106,0:00:34,0.0016,0.7369,0.0069
36,34.641208,0:00:35,0.0016,0.7790,0.0072
38,35.242987,0:00:35,0.0016,0.7379,0.0069
40,34.806373,0:00:35,0.0016,0.7706,0.0072
