Treads,time_seconds,Time,Energy,CO2eq,travelled
2,49.600604,0:00:50,0.0017,0.8010,0.0075
4,38.826880,0:00:39,0.0014,0.6501,0.0060
6,35.614921,0:00:36,0.0013,0.6123,0.0057
8,34.275297,0:00:34,0.0013,0.6240,0.0058
10,33.518454,0:00:34,0.0012,0.5483,0.0051
12,33.536559,0:00:34,0.0012,0.5578,0.0052
14,33.700860,0:00:34,0.0012,0.5526,0.0051
16,33.475689,0:00:33,0.0012,0.5798,0.0054
18,33.754671,0:00:34,0.0013,0.5982,0.0056
20,33.083360,0:00:33,0.0013,0.6054,0.0056
22,34.275655,0:00:34,0.0015,0.7030,0.0065
24,33.822438,0:00:34,0.0013,0.6042,0.0056
26,34.028859,0:00:34,0.0014,0.6519,0.0061
28,34.096876,0:00:34,0.0014,0.6678,0.0062
30,34.894647,0:00:35,0.0015,0.7330,0.0068
32,34.836564,0:00:35,0.0016,0.7367,0.0069
34,35.164107,0:00:35,0.0015,0.7196,0.0067
36,35.266075,0:00:35,0.0016,0.7450,0.0069
38,35.461257,0:00:35,0.0016,0.7391,0.0069
40,35.537446,0:00:36,0.0016,0.7661,0.0071
