Treads|Execution Time|Time|Energy|CO2eq|travelled
2|3,45214|0:00:03|0,0001|0,0548|0,0005
4|1,46954|0:00:01|0,0001|0,0339|0,0003
6|1,09457|0:00:01|0,0001|0,0271|0,0003
8|0,84149|0:00:01|0,0000|0,0201|0,0002
10|0,67700|0:00:01|0,0000|0,0000|0,0000
12|0,57916|0:00:01|0,0000|0,0000|0,0000
14|0,50566|0:00:01|0,0000|0,0000|0,0000
16|0,44851|0:00:00|0,0000|0,0000|0,0000
18|0,41012|0:00:00|0,0000|0,0000|0,0000
20|0,37311|0:00:00|0,0000|0,0000|0,0000
22|0,60571|0:00:01|0,0000|0,0000|0,0000
24|0,57207|0:00:01|0,0000|0,0000|0,0000
26|0,53263|0:00:01|0,0000|0,0000|0,0000
28|0,49333|0:00:01|0,0000|0,0000|0,0000
30|0,47274|0:00:00|0,0000|0,0000|0,0000
32|0,44693|0:00:00|0,0000|0,0000|0,0000
34|0,42836|0:00:00|0,0000|0,0000|0,0000
36|0,40847|0:00:00|0,0000|0,0000|0,0000
38|0,39248|0:00:00|0,0000|0,0000|0,0000
40|0,38278|0:00:00|0,0000|0,0000|0,0000
