Treads|Execution Time|Time|Energy|CO2eq|travelled
2|3,37419|0:00:03|0,0001|0,0535|0,0005
4|1,50155|0:00:02|0,0001|0,0344|0,0003
6|1,08065|0:00:01|0,0001|0,0269|0,0003
8|0,84191|0:00:01|0,0000|0,0198|0,0002
10|0,69341|0:00:01|0,0000|0,0000|0,0000
12|0,58310|0:00:01|0,0000|0,0000|0,0000
14|0,50331|0:00:01|0,0000|0,0000|0,0000
16|0,44495|0:00:00|0,0000|0,0000|0,0000
18|0,41295|0:00:00|0,0000|0,0080|0,0001
20|0,37606|0:00:00|0,0000|0,0000|0,0000
22|0,59622|0:00:01|0,0000|0,0000|0,0000
24|0,55595|0:00:01|0,0000|0,0000|0,0000
26|0,53005|0:00:01|0,0000|0,0000|0,0000
28|0,50146|0:00:01|0,0000|0,0000|0,0000
30|0,47621|0:00:00|0,0000|0,0000|0,0000
32|0,44319|0:00:00|0,0000|0,0000|0,0000
34|0,42812|0:00:00|0,0000|0,0000|0,0000
36|0,40754|0:00:00|0,0000|0,0000|0,0000
38|0,39320|0:00:00|0,0000|0,0000|0,0000
40|0,38603|0:00:00|0,0000|0,0000|0,0000
