Treads,time_seconds,Time,Energy,CO2eq,travelled
2,36.05635,0:00:36,0.0015,0.7076,0.0066
4,20.56097,0:00:21,0.0009,0.4197,0.0039
6,16.12124,0:00:16,0.0007,0.3543,0.0033
8,13.16782,0:00:13,0.0006,0.2999,0.0028
10,11.88120,0:00:12,0.0006,0.2658,0.0025
12,11.44329,0:00:11,0.0004,0.2007,0.0019
14,11.05856,0:00:11,0.0004,0.1952,0.0018
16,10.36110,0:00:10,0.0004,0.1820,0.0017
18,10.25840,0:00:10,0.0004,0.1812,0.0017
20,11.00793,0:00:11,0.0004,0.1925,0.0018
22,10.48916,0:00:11,0.0004,0.1847,0.0017
24,10.81117,0:00:11,0.0004,0.1898,0.0018
26,11.80945,0:00:12,0.0004,0.2081,0.0019
28,11.88445,0:00:12,0.0007,0.3105,0.0029
30,11.09950,0:00:11,0.0004,0.1946,0.0018
32,11.21564,0:00:11,0.0004,0.1977,0.0018
34,11.60305,0:00:12,0.0004,0.2035,0.0019
36,11.64071,0:00:12,0.0004,0.2035,0.0019
38,11.99054,0:00:12,0.0007,0.3504,0.0033
40,11.23674,0:00:11,0.0004,0.1976,0.0018
42,12.41887,0:00:12,0.0008,0.3725,0.0035
44,12.42128,0:00:12,0.0007,0.3555,0.0033
46,12.01745,0:00:12,0.0007,0.3558,0.0033
48,12.31843,0:00:12,0.0008,0.3768,0.0035
50,11.71313,0:00:12,0.0004,0.2060,0.0019
52,11.80962,0:00:12,0.0004,0.2073,0.0019
54,11.39208,0:00:11,0.0004,0.1995,0.0019
56,10.41917,0:00:10,0.0004,0.1828,0.0017
58,10.77719,0:00:11,0.0004,0.1892,0.0018
60,11.33451,0:00:11,0.0004,0.1995,0.0019
62,11.77324,0:00:12,0.0004,0.2078,0.0019
64,11.94388,0:00:12,0.0008,0.3641,0.0034
66,9.70560,0:00:10,0.0004,0.1732,0.0016
68,11.93452,0:00:12,0.0008,0.3653,0.0034
70,11.56051,0:00:12,0.0004,0.2049,0.0019
72,10.23905,0:00:10,0.0004,0.1828,0.0017
74,11.08002,0:00:11,0.0004,0.1978,0.0018
76,10.28193,0:00:10,0.0004,0.1834,0.0017
78,12.25207,0:00:12,0.0008,0.3966,0.0037
80,11.69487,0:00:12,0.0004,0.2085,0.0019
82,11.99494,0:00:12,0.0008,0.3899,0.0036
84,12.08125,0:00:12,0.0008,0.3937,0.0037
86,11.42098,0:00:11,0.0004,0.2044,0.0019
88,12.15317,0:00:12,0.0008,0.4007,0.0037
