Treads,time_seconds,Time,Energy,CO2eq,travelled
2,3.21628,0:00:03,0.0001,0.0667,0.0006
4,1.77241,0:00:02,0.0001,0.0410,0.0004
6,1.22850,0:00:01,0.0001,0.0312,0.0003
8,1.02749,0:00:01,0.0001,0.0273,0.0003
10,0.89463,0:00:01,0.0000,0.0225,0.0002
12,0.73339,0:00:01,0.0000,0.0000,0.0000
14,0.60686,0:00:01,0.0000,0.0000,0.0000
16,0.55519,0:00:01,0.0000,0.0000,0.0000
18,0.49464,0:00:01,0.0000,0.0099,0.0001
20,0.51544,0:00:01,0.0000,0.0000,0.0000
22,0.51127,0:00:01,0.0000,0.0000,0.0000
24,0.66894,0:00:01,0.0000,0.0000,0.0000
26,0.64095,0:00:01,0.0000,0.0000,0.0000
28,0.58882,0:00:01,0.0000,0.0000,0.0000
30,0.58429,0:00:01,0.0000,0.0000,0.0000
32,0.53302,0:00:01,0.0000,0.0000,0.0000
34,0.47071,0:00:00,0.0000,0.0000,0.0000
36,0.44779,0:00:00,0.0000,0.0000,0.0000
38,0.45520,0:00:00,0.0000,0.0000,0.0000
40,0.41022,0:00:00,0.0000,0.0000,0.0000
42,0.42055,0:00:00,0.0000,0.0000,0.0000
44,0.41957,0:00:00,0.0000,0.0000,0.0000
46,0.42572,0:00:00,0.0000,0.0000,0.0000
48,0.41540,0:00:00,0.0000,0.0000,0.0000
50,0.42178,0:00:00,0.0000,0.0000,0.0000
52,0.49730,0:00:01,0.0000,0.0000,0.0000
54,0.63286,0:00:01,0.0000,0.0000,0.0000
56,0.42637,0:00:00,0.0000,0.0000,0.0000
58,0.40296,0:00:00,0.0000,0.0000,0.0000
60,0.40440,0:00:00,0.0000,0.0000,0.0000
62,0.41606,0:00:00,0.0000,0.0000,0.0000
64,0.42129,0:00:00,0.0000,0.0000,0.0000
66,0.40151,0:00:00,0.0000,0.0000,0.0000
68,0.34744,0:00:00,0.0000,0.0000,0.0000
70,0.40588,0:00:00,0.0000,0.0000,0.0000
72,0.39210,0:00:00,0.0000,0.0000,0.0000
74,0.43470,0:00:00,0.0000,0.0000,0.0000
76,0.42993,0:00:00,0.0000,0.0000,0.0000
78,0.41026,0:00:00,0.0000,0.0000,0.0000
80,0.50231,0:00:01,0.0000,0.0000,0.0000
82,0.45870,0:00:00,0.0000,0.0000,0.0000
84,0.50565,0:00:01,0.0000,0.0000,0.0000
86,0.49294,0:00:01,0.0000,0.0000,0.0000
88,0.73536,0:00:01,0.0000,0.0000,0.0000
