Treads,time_seconds,Time,Energy,CO2eq,travelled
2,58.13,0:01:06,0.0049,2.3197,0.0216
4,36.93,0:00:41,0.0033,1.5600,0.0145
6,32.04,0:00:35,0.0030,1.4149,0.0132
8,30.45,0:00:34,0.0028,1.3488,0.0125
10,30.63,0:00:34,0.0030,1.4043,0.0131
12,30.81,0:00:34,0.0030,1.4181,0.0132
14,25.94,0:00:28,0.0026,1.2306,0.0114
16,23.44,0:00:26,0.0024,1.1513,0.0107
18,22.33,0:00:24,0.0024,1.1270,0.0105
20,20.38,0:00:22,0.0022,1.0511,0.0098
22,17.95,0:00:20,0.0020,0.9710,0.0090
24,16.10,0:00:18,0.0019,0.9261,0.0086
26,19.55,0:00:21,0.0022,1.0486,0.0098
28,19.60,0:00:21,0.0022,1.0513,0.0098
30,19.57,0:00:21,0.0022,1.0401,0.0097
32,22.03,0:00:24,0.0025,1.1689,0.0109
34,22.19,0:00:24,0.0025,1.1812,0.0110
36,22.06,0:00:24,0.0025,1.1700,0.0109
38,20.88,0:00:23,0.0023,1.1132,0.0104
40,19.88,0:00:22,0.0023,1.0871,0.0101
42,20.21,0:00:22,0.0023,1.1052,0.0103
44,19.14,0:00:21,0.0023,1.0813,0.0101
46,18.46,0:00:20,0.0022,1.0625,0.0099
48,18.39,0:00:20,0.0023,1.0741,0.0100
