Threads,time_seconds,Time,Energy,CO2eq,travelled
2,33.37533,0:00:33,0.0014,0.6553,0.0061
4,20.52056,0:00:21,0.0009,0.4295,0.0040
6,15.74867,0:00:16,0.0007,0.3456,0.0032
8,13.83958,0:00:14,0.0007,0.3156,0.0029
10,12.35635,0:00:12,0.0006,0.2864,0.0027
12,10.99530,0:00:11,0.0004,0.1923,0.0018
14,11.02323,0:00:11,0.0004,0.1935,0.0018
16,10.48206,0:00:10,0.0004,0.1845,0.0017
18,11.52850,0:00:12,0.0004,0.2028,0.0019
20,10.77469,0:00:11,0.0004,0.1898,0.0018
22,10.39725,0:00:10,0.0004,0.1834,0.0017
24,10.95471,0:00:11,0.0004,0.1935,0.0018
26,10.46616,0:00:10,0.0004,0.1844,0.0017
28,11.26467,0:00:11,0.0004,0.1983,0.0018
30,12.11306,0:00:12,0.0007,0.3402,0.0032
32,11.81202,0:00:12,0.0004,0.2081,0.0019
34,12.06248,0:00:12,0.0007,0.3453,0.0032
36,11.25139,0:00:11,0.0004,0.1978,0.0018
38,11.89050,0:00:12,0.0007,0.3301,0.0031
40,12.51813,0:00:13,0.0008,0.3726,0.0035
42,12.07340,0:00:12,0.0007,0.3541,0.0033
44,12.68249,0:00:13,0.0008,0.3737,0.0035
46,11.92457,0:00:12,0.0007,0.3371,0.0031
48,11.75330,0:00:12,0.0004,0.2076,0.0019
50,10.58456,0:00:11,0.0004,0.1865,0.0017
52,11.72947,0:00:12,0.0004,0.2069,0.0019
54,11.35693,0:00:11,0.0004,0.1992,0.0019
56,12.17999,0:00:12,0.0008,0.3767,0.0035
58,11.31918,0:00:11,0.0004,0.1994,0.0019
60,10.83477,0:00:11,0.0004,0.1925,0.0018
62,10.58870,0:00:11,0.0004,0.1886,0.0018
64,11.17969,0:00:11,0.0004,0.1991,0.0019
66,9.84503,0:00:10,0.0004,0.1752,0.0016
68,10.92660,0:00:11,0.0004,0.1948,0.0018
70,10.92653,0:00:11,0.0004,0.1947,0.0018
72,11.28694,0:00:11,0.0004,0.2017,0.0019
74,11.23808,0:00:11,0.0004,0.2010,0.0019
76,11.53224,0:00:12,0.0004,0.2058,0.0019
78,11.54471,0:00:12,0.0004,0.2051,0.0019
80,12.62772,0:00:13,0.0009,0.4046,0.0038
82,12.38831,0:00:12,0.0008,0.4024,0.0037
84,12.46811,0:00:12,0.0009,0.4070,0.0038
86,11.83505,0:00:12,0.0007,0.3474,0.0032
88,10.62200,0:00:11,0.0004,0.1898,0.0018
