Threads,time_seconds,Time,Energy,CO2eq,travelled
2,38.37908,0:00:38,0.0016,0.7452,0.0069
4,21.76770,0:00:22,0.0009,0.4428,0.0041
6,15.96839,0:00:16,0.0007,0.3437,0.0032
8,13.99858,0:00:14,0.0007,0.3126,0.0029
10,12.09351,0:00:12,0.0006,0.2902,0.0027
12,11.23103,0:00:11,0.0004,0.1961,0.0018
14,10.48518,0:00:11,0.0004,0.1850,0.0017
16,10.41276,0:00:10,0.0004,0.1830,0.0017
18,10.46860,0:00:10,0.0004,0.1837,0.0017
20,10.50832,0:00:11,0.0004,0.1840,0.0017
22,10.59714,0:00:11,0.0004,0.1866,0.0017
24,10.67795,0:00:11,0.0004,0.1882,0.0018
26,11.98949,0:00:12,0.0007,0.3246,0.0030
28,10.74506,0:00:11,0.0004,0.1909,0.0018
30,11.50484,0:00:12,0.0004,0.2025,0.0019
32,11.51516,0:00:12,0.0004,0.2017,0.0019
34,12.00231,0:00:12,0.0007,0.3460,0.0032
36,11.57534,0:00:12,0.0004,0.2031,0.0019
38,11.80354,0:00:12,0.0004,0.2069,0.0019
40,11.89952,0:00:12,0.0007,0.3358,0.0031
42,12.24936,0:00:12,0.0008,0.3716,0.0035
44,12.12084,0:00:12,0.0008,0.3662,0.0034
46,11.91015,0:00:12,0.0007,0.3340,0.0031
48,12.35227,0:00:12,0.0008,0.3783,0.0035
50,11.70777,0:00:12,0.0004,0.2061,0.0019
52,10.90948,0:00:11,0.0004,0.1909,0.0018
54,11.44916,0:00:11,0.0004,0.2018,0.0019
56,12.03832,0:00:12,0.0008,0.3754,0.0035
58,11.16095,0:00:11,0.0004,0.1976,0.0018
60,11.50471,0:00:12,0.0004,0.2049,0.0019
62,11.29328,0:00:11,0.0004,0.1998,0.0019
64,11.37178,0:00:11,0.0004,0.2026,0.0019
66,10.31667,0:00:10,0.0004,0.1836,0.0017
68,11.24817,0:00:11,0.0004,0.2006,0.0019
70,11.49991,0:00:12,0.0004,0.2053,0.0019
72,11.46545,0:00:11,0.0004,0.2044,0.0019
74,12.34023,0:00:12,0.0008,0.3948,0.0037
76,12.49550,0:00:13,0.0008,0.4005,0.0037
78,12.15467,0:00:12,0.0008,0.3968,0.0037
80,12.62442,0:00:13,0.0009,0.4046,0.0038
82,11.89843,0:00:12,0.0008,0.3632,0.0034
84,12.21935,0:00:12,0.0008,0.3995,0.0037
86,11.46316,0:00:11,0.0004,0.2029,0.0019
88,11.20163,0:00:11,0.0004,0.1990,0.0019
