Treads|Time|Energy|CO2eq|travelled
2|0:00:40|0,0016|0,7828|0,0073
4|0:00:19|0,0009|0,4055|0,0038
6|0:00:16|0,0007|0,3505|0,0033
8|0:00:14|0,0007|0,3137|0,0029
10|0:00:13|0,0006|0,3004|0,0028
12|0:00:11|0,0004|0,1917|0,0018
14|0:00:11|0,0004|0,1907|0,0018
16|0:00:11|0,0004|0,1872|0,0017
18|0:00:11|0,0004|0,1937|0,0018
20|0:00:11|0,0004|0,1852|0,0017
22|0:00:11|0,0004|0,1860|0,0017
24|0:00:11|0,0004|0,1964|0,0018
26|0:00:11|0,0004|0,1937|0,0018
28|0:00:11|0,0004|0,1935|0,0018
30|0:00:11|0,0004|0,1881|0,0018
32|0:00:11|0,0004|0,1969|0,0018
34|0:00:12|0,0007|0,3314|0,0031
36|0:00:12|0,0004|0,2052|0,0019
38|0:00:12|0,0008|0,3570|0,0033
40|0:00:12|0,0004|0,2080|0,0019
42|0:00:11|0,0004|0,2003|0,0019
44|0:00:12|0,0008|0,3618|0,0034
46|0:00:13|0,0008|0,3821|0,0036
48|0:00:12|0,0007|0,3361|0,0031
50|0:00:12|0,0004|0,2049|0,0019
52|0:00:12|0,0004|0,2055|0,0019
54|0:00:11|0,0004|0,2011|0,0019
56|0:00:10|0,0004|0,1830|0,0017
58|0:00:11|0,0004|0,1957|0,0018
60|0:00:12|0,0004|0,1988|0,0018
62|0:00:11|0,0004|0,2013|0,0019
64|0:00:12|0,0007|0,3372|0,0031
66|0:00:11|0,0004|0,2041|0,0019
68|0:00:12|0,0007|0,3562|0,0033
70|0:00:11|0,0004|0,2036|0,0019
72|0:00:10|0,0004|0,1818|0,0017
74|0:00:10|0,0004|0,1712|0,0016
76|0:00:11|0,0004|0,1983|0,0018
78|0:00:12|0,0004|0,2063|0,0019
80|0:00:12|0,0008|0,3906|0,0036
82|0:00:11|0,0004|0,2015|0,0019
84|0:00:12|0,0008|0,3606|0,0034
86|0:00:10|0,0004|0,1761|0,0016
88|0:00:11|0,0004|0,1932|0,0018
