Treads|Time|Energy|CO2eq|travelled
2|0:00:36|0,0015|0,7114|0,0066
4|0:00:22|0,0009|0,4449|0,0041
6|0:00:16|0,0007|0,3469|0,0032
8|0:00:14|0,0007|0,3209|0,0030
10|0:00:13|0,0006|0,2995|0,0028
12|0:00:11|0,0004|0,1905|0,0018
14|0:00:12|0,0004|0,2012|0,0019
16|0:00:11|0,0004|0,1854|0,0017
18|0:00:11|0,0004|0,1854|0,0017
20|0:00:11|0,0004|0,1857|0,0017
22|0:00:11|0,0004|0,1931|0,0018
24|0:00:11|0,0004|0,1923|0,0018
26|0:00:12|0,0006|0,3081|0,0029
28|0:00:12|0,0004|0,2009|0,0019
30|0:00:11|0,0004|0,1898|0,0018
32|0:00:12|0,0004|0,2032|0,0019
34|0:00:12|0,0006|0,3063|0,0028
36|0:00:12|0,0007|0,3557|0,0033
38|0:00:12|0,0007|0,3554|0,0033
40|0:00:12|0,0007|0,3464|0,0032
42|0:00:13|0,0008|0,3710|0,0035
44|0:00:12|0,0008|0,3600|0,0033
46|0:00:11|0,0004|0,2006|0,0019
48|0:00:12|0,0008|0,3582|0,0033
50|0:00:12|0,0007|0,3204|0,0030
52|0:00:12|0,0004|0,2058|0,0019
54|0:00:11|0,0004|0,1981|0,0018
56|0:00:12|0,0004|0,2031|0,0019
58|0:00:11|0,0004|0,1967|0,0018
60|0:00:11|0,0004|0,1949|0,0018
62|0:00:11|0,0004|0,1912|0,0018
64|0:00:11|0,0004|0,1914|0,0018
66|0:00:11|0,0004|0,1981|0,0018
68|0:00:11|0,0004|0,1875|0,0017
70|0:00:11|0,0004|0,2010|0,0019
72|0:00:11|0,0004|0,2010|0,0019
74|0:00:13|0,0009|0,4072|0,0038
76|0:00:12|0,0008|0,3892|0,0036
78|0:00:11|0,0004|0,2016|0,0019
80|0:00:11|0,0004|0,1870|0,0017
82|0:00:12|0,0008|0,3854|0,0036
84|0:00:12|0,0008|0,3579|0,0033
86|0:00:13|0,0009|0,4078|0,0038
88|0:00:12|0,0004|0,2052|0,0019
