Treads|Time|Energy|CO2eq|travelled
2|0:00:38|0,0016|0,2235|0,0021
4|0:00:22|0,0009|0,1346|0,0013
6|0:00:17|0,0008|0,1099|0,0010
8|0:00:13|0,0006|0,0904|0,0008
10|0:00:12|0,0004|0,0616|0,0006
12|0:00:11|0,0004|0,0572|0,0005
14|0:00:11|0,0004|0,0598|0,0006
16|0:00:11|0,0004|0,0549|0,0005
18|0:00:11|0,0004|0,0571|0,0005
20|0:00:11|0,0004|0,0554|0,0005
22|0:00:11|0,0004|0,0558|0,0005
24|0:00:11|0,0004|0,0575|0,0005
26|0:00:12|0,0004|0,0618|0,0006
28|0:00:11|0,0004|0,0601|0,0006
30|0:00:12|0,0004|0,0608|0,0006
32|0:00:11|0,0004|0,0602|0,0006
34|0:00:11|0,0004|0,0597|0,0006
36|0:00:12|0,0004|0,0603|0,0006
38|0:00:12|0,0008|0,1088|0,0010
40|0:00:12|0,0008|0,1091|0,0010
42|0:00:12|0,0008|0,1097|0,0010
44|0:00:13|0,0008|0,1146|0,0011
46|0:00:13|0,0008|0,1133|0,0011
48|0:00:12|0,0008|0,1103|0,0010
50|0:00:11|0,0004|0,0597|0,0006
52|0:00:12|0,0007|0,1002|0,0009
54|0:00:12|0,0007|0,1041|0,0010
56|0:00:11|0,0004|0,0606|0,0006
58|0:00:11|0,0004|0,0588|0,0005
60|0:00:11|0,0004|0,0563|0,0005
62|0:00:11|0,0004|0,0588|0,0005
64|0:00:11|0,0004|0,0599|0,0006
66|0:00:11|0,0004|0,0610|0,0006
68|0:00:12|0,0004|0,0625|0,0006
70|0:00:11|0,0004|0,0584|0,0005
72|0:00:12|0,0008|0,1177|0,0011
74|0:00:11|0,0004|0,0598|0,0006
76|0:00:11|0,0004|0,0579|0,0005
78|0:00:11|0,0004|0,0606|0,0006
80|0:00:11|0,0004|0,0583|0,0005
82|0:00:11|0,0004|0,0611|0,0006
84|0:00:11|0,0004|0,0585|0,0005
86|0:00:12|0,0008|0,1181|0,0011
88|0:00:12|0,0004|0,0620|0,0006
