Treads|Execution Time|Time|Energy|CO2eq|travelled
2|47,313313|0:00:47|0,0020|0,9350|0,0087
4|35,445322|0:00:35|0,0014|0,6712|0,0062
6|33,114676|0:00:33|0,0012|0,5895|0,0055
8|30,581859|0:00:31|0,0013|0,6127|0,0057
10|30,628586|0:00:31|0,0012|0,5910|0,0055
12|30,926375|0:00:31|0,0013|0,6392|0,0059
14|30,585588|0:00:31|0,0012|0,5907|0,0055
16|31,084588|0:00:31|0,0013|0,6125|0,0057
18|30,180041|0:00:30|0,0013|0,6100|0,0057
20|30,532148|0:00:31|0,0014|0,6438|0,0060
22|30,773465|0:00:31|0,0013|0,6314|0,0059
24|31,939132|0:00:32|0,0014|0,6600|0,0061
26|32,403655|0:00:32|0,0014|0,6672|0,0062
28|32,078482|0:00:32|0,0014|0,6584|0,0061
30|31,713730|0:00:32|0,0014|0,6584|0,0061
32|31,159739|0:00:31|0,0014|0,6468|0,0060
34|32,553608|0:00:33|0,0014|0,6701|0,0062
36|32,451861|0:00:32|0,0015|0,6992|0,0065
38|33,412967|0:00:33|0,0015|0,7133|0,0066
40|33,385658|0:00:33|0,0015|0,6974|0,0065
42|32,514090|0:00:33|0,0014|0,6743|0,0063
44|34,175915|0:00:34|0,0016|0,7781|0,0072
46|34,229738|0:00:34|0,0017|0,7881|0,0073
48|34,586853|0:00:35|0,0018|0,8676|0,0081
50|33,868256|0:00:34|0,0016|0,7409|0,0069
52|34,003777|0:00:34|0,0017|0,8259|0,0077
54|34,692495|0:00:35|0,0021|1,0042|0,0093
56|33,746773|0:00:34|0,0018|0,8589|0,0080
58|34,536074|0:00:35|0,0022|1,0388|0,0097
60|35,855164|0:00:36|0,0021|0,9954|0,0093
62|34,865824|0:00:35|0,0024|1,1166|0,0104
64|34,673480|0:00:35|0,0023|1,1005|0,0102
66|36,177828|0:00:36|0,0022|1,0584|0,0098
68|36,182659|0:00:36|0,0022|1,0563|0,0098
70|36,227163|0:00:36|0,0022|1,0239|0,0095
72|34,936571|0:00:35|0,0023|1,0759|0,0100
74|36,254625|0:00:36|0,0022|1,0637|0,0099
76|35,004481|0:00:35|0,0022|1,0565|0,0098
78|36,904021|0:00:37|0,0024|1,1227|0,0104
80|36,601990|0:00:37|0,0022|1,0648|0,0099
82|35,670615|0:00:36|0,0020|0,9521|0,0089
84|35,697266|0:00:36|0,0020|0,9690|0,0090
86|36,562682|0:00:37|0,0023|1,0918|0,0102
88|37,284883|0:00:37|0,0022|1,0528|0,0098
