Treads|Execution Time|Time|Energy|CO2eq|travelled
2|48,279492|0:00:48|0,0020|0,9481|0,0088
4|35,835572|0:00:36|0,0014|0,6593|0,0061
6|32,384348|0:00:32|0,0012|0,5750|0,0053
8|31,019515|0:00:31|0,0012|0,5916|0,0055
10|31,505894|0:00:32|0,0012|0,5880|0,0055
12|30,624410|0:00:31|0,0013|0,6210|0,0058
14|30,236096|0:00:30|0,0013|0,6219|0,0058
16|32,405207|0:00:32|0,0014|0,6418|0,0060
18|31,134812|0:00:31|0,0013|0,6142|0,0057
20|30,720309|0:00:31|0,0013|0,6333|0,0059
22|30,925141|0:00:31|0,0013|0,6301|0,0059
24|31,764683|0:00:32|0,0014|0,6562|0,0061
26|32,301730|0:00:32|0,0014|0,6586|0,0061
28|32,159867|0:00:32|0,0014|0,6602|0,0061
30|31,836872|0:00:32|0,0014|0,6584|0,0061
32|31,410211|0:00:31|0,0014|0,6472|0,0060
34|32,995358|0:00:33|0,0014|0,6794|0,0063
36|32,599223|0:00:33|0,0014|0,6772|0,0063
38|33,358791|0:00:33|0,0015|0,6951|0,0065
40|33,193598|0:00:33|0,0014|0,6856|0,0064
42|32,753017|0:00:33|0,0014|0,6827|0,0064
44|33,489919|0:00:34|0,0015|0,6981|0,0065
46|33,375041|0:00:33|0,0015|0,7214|0,0067
48|33,488552|0:00:34|0,0015|0,7243|0,0067
50|34,275082|0:00:34|0,0018|0,8387|0,0078
52|34,780027|0:00:35|0,0020|0,9292|0,0086
54|35,294322|0:00:35|0,0021|0,9795|0,0091
56|35,794565|0:00:36|0,0020|0,9595|0,0089
58|34,945013|0:00:35|0,0023|1,0899|0,0101
60|35,680998|0:00:36|0,0022|1,0348|0,0096
62|35,129312|0:00:35|0,0022|1,0637|0,0099
64|36,759859|0:00:37|0,0024|1,1528|0,0107
66|35,601120|0:00:36|0,0022|1,0410|0,0097
68|35,901775|0:00:36|0,0022|1,0252|0,0095
70|36,246346|0:00:36|0,0023|1,0859|0,0101
72|34,947912|0:00:35|0,0023|1,0807|0,0101
74|35,478017|0:00:36|0,0021|1,0200|0,0095
76|36,290303|0:00:36|0,0021|1,0198|0,0095
78|35,555917|0:00:36|0,0020|0,9470|0,0088
80|36,463842|0:00:37|0,0021|1,0203|0,0095
82|36,930550|0:00:37|0,0023|1,1065|0,0103
84|36,672044|0:00:37|0,0022|1,0249|0,0095
86|35,892456|0:00:36|0,0021|1,0008|0,0093
88|37,099558|0:00:37|0,0022|1,0334|0,0096
