Treads|Execution Time|Time|Energy|CO2eq|travelled
2|3,23544|0:00:03|0,0001|0,0672|0,0006
4|1,75225|0:00:02|0,0001|0,0406|0,0004
6|1,27317|0:00:01|0,0001|0,0323|0,0003
8|1,05528|0:00:01|0,0001|0,0278|0,0003
10|0,92671|0:00:01|0,0000|0,0236|0,0002
12|0,72904|0:00:01|0,0000|0,0000|0,0000
14|0,68028|0:00:01|0,0000|0,0000|0,0000
16|0,55139|0:00:01|0,0000|0,0000|0,0000
18|0,58312|0:00:01|0,0000|0,0000|0,0000
20|0,55559|0:00:01|0,0000|0,0000|0,0000
22|0,53426|0:00:01|0,0000|0,0000|0,0000
24|0,65330|0:00:01|0,0000|0,0000|0,0000
26|0,64934|0:00:01|0,0000|0,0000|0,0000
28|0,56400|0:00:01|0,0000|0,0000|0,0000
30|0,54856|0:00:01|0,0000|0,0000|0,0000
32|0,47998|0:00:00|0,0000|0,0000|0,0000
34|0,53040|0:00:01|0,0000|0,0000|0,0000
36|0,47350|0:00:00|0,0000|0,0000|0,0000
38|0,46020|0:00:00|0,0000|0,0000|0,0000
40|0,45445|0:00:00|0,0000|0,0000|0,0000
42|0,42016|0:00:00|0,0000|0,0000|0,0000
44|0,42411|0:00:00|0,0000|0,0000|0,0000
46|0,42855|0:00:00|0,0000|0,0000|0,0000
48|0,41149|0:00:00|0,0000|0,0000|0,0000
50|0,52226|0:00:01|0,0000|0,0000|0,0000
52|0,51479|0:00:01|0,0000|0,0000|0,0000
54|0,38237|0:00:00|0,0000|0,0000|0,0000
56|0,38233|0:00:00|0,0000|0,0000|0,0000
58|0,40824|0:00:00|0,0000|0,0000|0,0000
60|0,42780|0:00:00|0,0000|0,0000|0,0000
62|0,43230|0:00:00|0,0000|0,0000|0,0000
64|0,37033|0:00:00|0,0000|0,0000|0,0000
66|0,36730|0:00:00|0,0000|0,0000|0,0000
68|0,39863|0:00:00|0,0000|0,0000|0,0000
70|0,44350|0:00:00|0,0000|0,0000|0,0000
72|0,50621|0:00:01|0,0000|0,0000|0,0000
74|0,46491|0:00:00|0,0000|0,0000|0,0000
76|0,40454|0:00:00|0,0000|0,0000|0,0000
78|0,39708|0:00:00|0,0000|0,0000|0,0000
80|0,47806|0:00:00|0,0000|0,0000|0,0000
82|0,42906|0:00:00|0,0000|0,0000|0,0000
84|0,46049|0:00:00|0,0000|0,0000|0,0000
86|0,52010|0:00:01|0,0000|0,0000|0,0000
88|0,47567|0:00:00|0,0000|0,0000|0,0000
