Treads,time_seconds,Time,Energy,CO2eq,travelled
2,104.60,0:01:45,0.0043,2.0450,0.0190
4,67.87,0:01:08,0.0031,1.4824,0.0138
6,47.99,0:00:48,0.0024,1.1188,0.0104
8,42.00,0:00:42,0.0022,1.0385,0.0097
10,36.06,0:00:36,0.0020,0.9386,0.0087
12,34.91,0:00:35,0.0020,0.9486,0.0088
14,32.43,0:00:32,0.0019,0.9097,0.0085
16,31.26,0:00:31,0.0019,0.9071,0.0084
18,31.39,0:00:31,0.0020,0.9368,0.0087
20,30.05,0:00:30,0.0020,0.9289,0.0086
22,29.77,0:00:30,0.0020,0.9482,0.0088
24,29.31,0:00:29,0.0020,0.9587,0.0089
26,30.24,0:00:30,0.0021,1.0123,0.0094
28,29.33,0:00:29,0.0021,1.0073,0.0094
30,29.09,0:00:29,0.0022,1.0295,0.0096
32,32.24,0:00:32,0.0025,1.1698,0.0109
34,33.03,0:00:33,0.0026,1.2131,0.0113
36,34.14,0:00:34,0.0027,1.3053,0.0121
38,34.98,0:00:35,0.0029,1.3665,0.0127
40,37.78,0:00:38,0.0032,1.5017,0.0140
42,35.20,0:00:35,0.0031,1.4518,0.0135
44,37.18,0:00:37,0.0032,1.5267,0.0142
46,39.27,0:00:39,0.0034,1.6376,0.0152
48,39.96,0:00:40,0.0036,1.6868,0.0157
50,41.59,0:00:42,0.0037,1.7630,0.0164
52,40.96,0:00:41,0.0037,1.7486,0.0163
54,40.27,0:00:40,0.0037,1.7405,0.0162
56,41.55,0:00:42,0.0038,1.8094,0.0168
58,43.17,0:00:43,0.0039,1.8752,0.0174
60,45.00,0:00:45,0.0042,1.9888,0.0185
62,45.93,0:00:46,0.0043,2.0427,0.0190
64,46.20,0:00:46,0.0043,2.0653,0.0192
66,45.45,0:00:45,0.0043,2.0490,0.0191
68,46.24,0:00:46,0.0044,2.0911,0.0195
70,46.73,0:00:47,0.0045,2.1177,0.0197
72,48.64,0:00:49,0.0046,2.2082,0.0205
74,48.32,0:00:48,0.0046,2.2010,0.0205
76,50.10,0:00:50,0.0048,2.2809,0.0212
78,51.02,0:00:51,0.0049,2.3435,0.0218
80,51.80,0:00:52,0.0050,2.3881,0.0222
82,51.41,0:00:51,0.0050,2.3686,0.0220
84,52.99,0:00:53,0.0052,2.4629,0.0229
86,53.88,0:00:54,0.0053,2.4986,0.0232
88,57.40,0:00:57,0.0056,2.6743,0.0249
