Treads|Time|Energy|CO2eq|travelled
2|0:04:14|0,0190|9,0358|0,0841
4|0:03:46|0,0178|8,4408|0,0785
6|0:04:15|0,0208|9,8797|0,0919
8|0:04:59|0,0250|11,8628|0,1104
10|0:05:27|0,0281|13,3386|0,1241
12|0:05:46|0,0302|14,3579|0,1336
14|0:04:59|0,0267|12,6702|0,1179
16|0:04:38|0,0254|12,0869|0,1124
18|0:04:21|0,0247|11,7199|0,1090
20|0:03:33|0,0210|9,9651|0,0927
22|0:03:20|0,0207|9,8153|0,0913
24|0:03:14|0,0209|9,9182|0,0923
26|0:03:17|0,0210|9,9819|0,0929
28|0:03:41|0,0226|10,7527|0,1000
30|0:04:44|0,0283|13,4590|0,1252
32|0:04:22|0,0257|12,2080|0,1136
34|0:04:22|0,0257|12,2265|0,1137
36|0:05:08|0,0293|13,8938|0,1292
38|0:04:44|0,0274|13,0253|0,1212
40|0:04:15|0,0253|12,0009|0,1116
42|0:04:07|0,0258|12,2604|0,1140
44|0:03:49|0,0238|11,2824|0,1050
46|0:03:38|0,0231|10,9821|0,1022
48|0:03:49|0,0241|11,4426|0,1064
