Treads,time_seconds,Time,Energy,CO2eq,travelled
2,334.07,0:05:36,0.0091,4.3362,0.0403
4,179.80,0:03:01,0.0053,2.5055,0.0233
6,130.82,0:02:12,0.0041,1.9567,0.0182
8,110.08,0:01:51,0.0037,1.7415,0.0162
10,140.10,0:02:21,0.0045,2.1227,0.0197
12,121.92,0:02:03,0.0040,1.8895,0.0176
14,111.13,0:01:52,0.0037,1.7550,0.0163
16,106.54,0:01:47,0.0036,1.7117,0.0159
