Treads,App,Time,Energy,CO2eq,travelled
2,ST,139.2262,0.0032,0.3118,0.0029
4,ST,74.3448,0.0018,0.1804,0.0017
6,ST,53.9313,0.0014,0.1395,0.0013
8,ST,45.712,0.0013,0.1243,0.0012
10,ST,42.8515,0.0012,0.1208,0.0011
12,ST,42.2623,0.0012,0.1229,0.0011
14,ST,42.4195,0.0013,0.1258,0.0012
16,ST,44.1922,0.0014,0.1337,0.0012
