Treads,App,Time,Energy,CO2eq,travelled
2,PO,274.988,0.0064,0.6248,0.0058
4,PO,143.7586,0.0036,0.3571,0.0033
6,PO,101.5962,0.0028,0.2721,0.0025
8,PO,82.4526,0.0024,0.235,0.0022
10,PO,74.1468,0.0022,0.2209,0.0021
12,PO,72.0174,0.0022,0.2211,0.0021
14,PO,71.9911,0.0023,0.2253,0.0021
16,PO,73.5259,0.0024,0.2333,0.0022
