Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,hotspot,74.721,0:01:16,0.0027,0.2690,0.0025
4,hotspot,39.357,0:00:40,0.0016,0.1544,0.0014
6,hotspot,26.608,0:00:28,0.0012,0.1138,0.0011
8,hotspot,21.806,0:00:23,0.0010,0.0975,0.0009
10,hotspot,17.092,0:00:18,0.0008,0.0826,0.0008
12,hotspot,14.895,0:00:15,0.0007,0.0710,0.0007
14,hotspot,12.926,0:00:14,0.0007,0.0673,0.0006
16,hotspot,11.843,0:00:13,0.0006,0.0605,0.0006
18,hotspot,10.512,0:00:11,0.0005,0.0533,0.0005
20,hotspot,9.707,0:00:11,0.0005,0.0514,0.0005
22,hotspot,9.216,0:00:10,0.0005,0.0498,0.0005
24,hotspot,8.757,0:00:10,0.0005,0.0477,0.0004
26,hotspot,8.222,0:00:10,0.0005,0.0459,0.0004
28,hotspot,7.914,0:00:09,0.0005,0.0446,0.0004
30,hotspot,7.547,0:00:08,0.0004,0.0442,0.0004
32,hotspot,7.144,0:00:08,0.0004,0.0430,0.0004
34,hotspot,6.948,0:00:08,0.0004,0.0435,0.0004
36,hotspot,6.737,0:00:08,0.0004,0.0431,0.0004
38,hotspot,6.580,0:00:07,0.0004,0.0428,0.0004
40,hotspot,6.398,0:00:07,0.0004,0.0424,0.0004
42,hotspot,6.277,0:00:07,0.0004,0.0431,0.0004
44,hotspot,6.174,0:00:07,0.0004,0.0407,0.0004
46,hotspot,6.129,0:00:07,0.0004,0.0404,0.0004
48,hotspot,6.005,0:00:07,0.0004,0.0426,0.0004
