Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,histo,182.836655,0:03:03,0.0124,1.7624,0.0164
4,histo,958.074951,0:15:59,0.0659,9.3388,0.0869
6,histo,1159.424438,0:19:20,0.0811,11.5048,0.1070
8,histo,1246.673828,0:20:48,0.0902,12.7942,0.1190
10,histo,1652.164551,0:27:34,0.1216,17.2349,0.1603
12,histo,1590.217896,0:26:32,0.1185,16.7977,0.1563
14,histo,1679.687378,0:28:00,0.1274,18.0677,0.1681
16,histo,1835.880615,0:30:39,0.1400,19.8447,0.1846
18,histo,1821.916016,0:30:23,0.1417,20.0845,0.1868
20,histo,2010.562134,0:33:32,0.1562,22.1463,0.2060
22,histo,2020.632202,0:33:41,0.1585,22.4739,0.2091
24,histo,2237.335938,0:37:19,0.1788,25.3515,0.2358
26,histo,3148.390625,0:52:29,0.2582,36.5992,0.3405
28,histo,3413.900146,0:56:55,0.2795,39.6297,0.3686
30,histo,2993.830322,0:49:55,0.2506,35.5281,0.3305
32,histo,3724.662354,1:02:05,0.3140,44.5152,0.4141
34,histo,3386.321045,0:56:27,0.2918,41.3740,0.3849
36,histo,3397.900391,0:56:38,0.2991,42.4009,0.3944
38,histo,3528.417480,0:58:49,0.3104,44.0007,0.4093
40,histo,3622.891602,1:00:24,0.3263,46.2675,0.4304
42,histo,3660.409668,1:01:02,0.3315,46.9947,0.4372
44,histo,3529.110107,0:58:50,0.3213,45.5577,0.4238
46,histo,4077.764648,1:07:58,0.3813,54.0590,0.5029
48,histo,3691.297119,1:01:33,0.3468,49.1663,0.4574
