Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,bfs,2.862377,0:00:05,0.0004,0.0531,0.0005
4,bfs,3.083960,0:00:05,0.0004,0.0525,0.0005
6,bfs,3.691204,0:00:06,0.0004,0.0587,0.0005
8,bfs,3.803653,0:00:06,0.0004,0.0592,0.0006
10,bfs,4.012745,0:00:07,0.0005,0.0640,0.0006
12,bfs,4.038514,0:00:06,0.0004,0.0621,0.0006
14,bfs,4.697856,0:00:07,0.0005,0.0691,0.0006
16,bfs,4.068573,0:00:06,0.0004,0.0626,0.0006
18,bfs,4.426068,0:00:07,0.0005,0.0662,0.0006
20,bfs,4.757227,0:00:07,0.0005,0.0697,0.0006
22,bfs,5.499400,0:00:08,0.0006,0.0783,0.0007
24,bfs,5.578857,0:00:08,0.0005,0.0778,0.0007
26,bfs,7.285599,0:00:10,0.0007,0.0948,0.0009
28,bfs,7.980220,0:00:10,0.0007,0.1017,0.0009
30,bfs,9.127917,0:00:12,0.0008,0.1105,0.0010
32,bfs,9.841158,0:00:12,0.0009,0.1210,0.0011
34,bfs,10.090308,0:00:12,0.0009,0.1227,0.0011
36,bfs,10.900322,0:00:13,0.0009,0.1289,0.0012
38,bfs,11.351803,0:00:14,0.0009,0.1308,0.0012
40,bfs,12.391119,0:00:15,0.0012,0.1672,0.0016
42,bfs,12.755154,0:00:15,0.0012,0.1770,0.0016
44,bfs,13.492500,0:00:16,0.0013,0.1890,0.0018
46,bfs,14.011260,0:00:16,0.0014,0.1954,0.0018
48,bfs,14.363172,0:00:17,0.0014,0.2002,0.0019
