Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,lud,131109.382,0:02:11,0.0047,2.2408,0.0208
4,lud,66452.911,0:01:07,0.0026,1.2429,0.0116
6,lud,45242.809,0:00:46,0.0019,0.9189,0.0085
8,lud,39835.185,0:00:40,0.0017,0.8344,0.0078
10,lud,39579.514,0:00:40,0.0017,0.8372,0.0078
12,lud,39504.555,0:00:40,0.0018,0.8449,0.0079
14,lud,39302.673,0:00:40,0.0018,0.8533,0.0079
16,lud,39115.745,0:00:39,0.0018,0.8630,0.0080
18,lud,39010.991,0:00:39,0.0018,0.8749,0.0081
20,lud,38935.883,0:00:39,0.0018,0.8706,0.0081
22,lud,38829.517,0:00:39,0.0018,0.8837,0.0082
24,lud,38750.518,0:00:39,0.0018,0.8745,0.0081
26,lud,35661.827,0:00:36,0.0017,0.8237,0.0077
28,lud,32540.975,0:00:33,0.0016,0.7690,0.0072
30,lud,30281.501,0:00:31,0.0015,0.7366,0.0069
32,lud,28810.298,0:00:29,0.0015,0.7202,0.0067
34,lud,27757.680,0:00:28,0.0015,0.7120,0.0066
36,lud,26992.426,0:00:27,0.0015,0.7065,0.0066
38,lud,28150.149,0:00:28,0.0015,0.7437,0.0069
40,lud,28372.888,0:00:29,0.0016,0.7618,0.0071
42,lud,29279.608,0:00:30,0.0016,0.7906,0.0074
44,lud,29515.978,0:00:30,0.0017,0.8001,0.0074
46,lud,30075.624,0:00:30,0.0017,0.8200,0.0076
48,lud,30929.908,0:00:31,0.0018,0.8455,0.0079
