Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,lbm,827.912476,0:13:52,0.0252,3.5775,0.0333
4,lbm,442.314117,0:07:26,0.0147,2.0906,0.0194
6,lbm,327.549561,0:05:31,0.0116,1.6434,0.0153
8,lbm,255.850769,0:04:20,0.0098,1.3862,0.0129
10,lbm,212.125687,0:03:36,0.0085,1.2081,0.0112
12,lbm,179.143631,0:03:03,0.0075,1.0691,0.0099
14,lbm,154.757355,0:02:38,0.0069,0.9802,0.0091
16,lbm,135.996460,0:02:20,0.0067,0.9447,0.0088
18,lbm,121.235794,0:02:05,0.0061,0.8587,0.0080
20,lbm,109.722809,0:01:53,0.0057,0.8092,0.0075
22,lbm,99.660889,0:01:43,0.0061,0.8674,0.0081
24,lbm,91.502892,0:01:35,0.0063,0.8898,0.0083
26,lbm,84.339592,0:01:28,0.0060,0.8555,0.0080
28,lbm,77.995247,0:01:22,0.0055,0.7837,0.0073
30,lbm,73.089516,0:01:17,0.0056,0.7955,0.0074
32,lbm,68.597931,0:01:12,0.0055,0.7808,0.0073
34,lbm,64.641762,0:01:08,0.0049,0.6923,0.0064
36,lbm,61.330395,0:01:05,0.0053,0.7470,0.0069
38,lbm,58.198326,0:01:02,0.0052,0.7373,0.0069
40,lbm,55.394859,0:00:59,0.0045,0.6441,0.0060
