Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,bfs,3.748927,0:00:07,0.0002,0.1061,0.0010
4,bfs,4.589945,0:00:08,0.0002,0.1137,0.0011
6,bfs,5.288955,0:00:09,0.0003,0.1227,0.0011
8,bfs,5.758380,0:00:09,0.0003,0.1285,0.0012
10,bfs,5.888475,0:00:09,0.0003,0.1293,0.0012
12,bfs,6.421644,0:00:10,0.0003,0.1311,0.0012
14,bfs,6.880186,0:00:10,0.0003,0.1296,0.0012
16,bfs,7.108225,0:00:11,0.0003,0.1410,0.0013
18,bfs,7.647752,0:00:11,0.0003,0.1500,0.0014
20,bfs,8.062821,0:00:12,0.0003,0.1537,0.0014
22,bfs,10.017324,0:00:13,0.0004,0.1848,0.0017
24,bfs,11.252944,0:00:15,0.0004,0.1963,0.0018
26,bfs,12.353945,0:00:16,0.0006,0.2958,0.0028
28,bfs,13.808066,0:00:17,0.0007,0.3292,0.0031
30,bfs,14.794824,0:00:18,0.0008,0.3626,0.0034
32,bfs,15.781501,0:00:19,0.0008,0.3788,0.0035
34,bfs,16.784861,0:00:20,0.0009,0.4143,0.0039
36,bfs,18.064228,0:00:22,0.0009,0.4230,0.0039
38,bfs,18.625847,0:00:22,0.0009,0.4494,0.0042
40,bfs,19.574900,0:00:23,0.0009,0.4314,0.0040
