Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,hotspot,122.367,0:02:04,0.0018,0.1814,0.0017
4,hotspot,76.163,0:01:18,0.0013,0.1256,0.0012
6,hotspot,43.476,0:00:45,0.0008,0.0767,0.0007
8,hotspot,41.672,0:00:43,0.0008,0.0765,0.0007
10,hotspot,29.163,0:00:31,0.0006,0.0580,0.0005
12,hotspot,24.813,0:00:27,0.0005,0.0526,0.0005
14,hotspot,22.685,0:00:24,0.0005,0.0505,0.0005
16,hotspot,23.092,0:00:25,0.0005,0.0534,0.0005
18,hotspot,17.532,0:00:19,0.0004,0.0421,0.0004
20,hotspot,16.562,0:00:18,0.0004,0.0424,0.0004
22,hotspot,15.032,0:00:16,0.0005,0.0471,0.0004
24,hotspot,14.551,0:00:16,0.0005,0.0482,0.0004
26,hotspot,13.203,0:00:15,0.0004,0.0423,0.0004
28,hotspot,12.671,0:00:14,0.0004,0.0439,0.0004
30,hotspot,12.260,0:00:14,0.0004,0.0436,0.0004
32,hotspot,13.026,0:00:15,0.0005,0.0484,0.0005
34,hotspot,11.681,0:00:13,0.0004,0.0415,0.0004
36,hotspot,11.118,0:00:12,0.0004,0.0428,0.0004
38,hotspot,10.886,0:00:12,0.0004,0.0438,0.0004
40,hotspot,10.520,0:00:12,0.0004,0.0437,0.0004
