Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,hotspot,115.868,0:01:58,0.0018,0.1735,0.0016
4,hotspot,67.001,0:01:09,0.0011,0.1112,0.0010
6,hotspot,43.106,0:00:45,0.0008,0.0762,0.0007
8,hotspot,40.045,0:00:42,0.0008,0.0748,0.0007
10,hotspot,28.578,0:00:30,0.0006,0.0575,0.0005
12,hotspot,24.912,0:00:27,0.0005,0.0516,0.0005
14,hotspot,22.428,0:00:24,0.0005,0.0500,0.0005
16,hotspot,23.148,0:00:25,0.0005,0.0525,0.0005
18,hotspot,17.510,0:00:19,0.0004,0.0427,0.0004
20,hotspot,16.633,0:00:18,0.0004,0.0432,0.0004
22,hotspot,15.596,0:00:17,0.0005,0.0472,0.0004
24,hotspot,14.161,0:00:16,0.0005,0.0470,0.0004
26,hotspot,13.208,0:00:15,0.0004,0.0430,0.0004
28,hotspot,13.006,0:00:15,0.0005,0.0461,0.0004
30,hotspot,12.842,0:00:15,0.0005,0.0461,0.0004
32,hotspot,13.127,0:00:15,0.0005,0.0468,0.0004
34,hotspot,11.439,0:00:13,0.0004,0.0413,0.0004
36,hotspot,11.025,0:00:13,0.0004,0.0404,0.0004
38,hotspot,10.641,0:00:12,0.0004,0.0438,0.0004
40,hotspot,10.591,0:00:12,0.0005,0.0451,0.0004
