Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,histo,218.781204,0:03:39,0.0063,0.8872,0.0083
4,histo,956.692627,0:15:58,0.0285,4.0461,0.0376
6,histo,1104.984497,0:18:28,0.0344,4.8725,0.0453
8,histo,1201.318359,0:20:03,0.0388,5.4998,0.0512
10,histo,1493.077881,0:24:54,0.0501,7.0975,0.0660
12,histo,1318.523682,0:22:00,0.0458,6.4962,0.0604
14,histo,1475.087769,0:24:35,0.0538,7.6315,0.0710
16,histo,1580.093384,0:26:22,0.0599,8.4980,0.0791
18,histo,1745.025024,0:29:06,0.0682,9.6691,0.0899
20,histo,1844.388184,0:30:46,0.0749,10.6150,0.0987
22,histo,1761.580322,0:29:23,0.0722,10.2309,0.0952
24,histo,2000.190186,0:33:22,0.0843,11.9566,0.1112
26,histo,2017.369629,0:33:39,0.0864,12.2470,0.1139
28,histo,2276.548340,0:37:58,0.1030,14.6058,0.1359
30,histo,2626.904053,0:43:47,0.1351,19.1555,0.1782
32,histo,2552.615723,0:42:34,0.1339,18.9891,0.1766
34,histo,2766.389160,0:46:08,0.1497,21.2200,0.1974
36,histo,3121.799805,0:52:02,0.1787,25.3374,0.2357
38,histo,3066.428467,0:51:08,0.1783,25.2820,0.2352
40,histo,3165.448975,0:52:47,0.1870,26.5095,0.2466
