Threads,time_seconds,Time,Energy,CO2eq,travelled
2,57.855710,0:00:58,0.0042,2.0085,0.0187
4,55.935505,0:00:56,0.0041,1.9652,0.0183
6,51.263964,0:00:51,0.0039,1.8743,0.0174
8,54.090547,0:00:54,0.0043,2.0597,0.0192
10,47.162596,0:00:47,0.0040,1.9186,0.0178
12,55.754996,0:00:56,0.0045,2.1428,0.0199
14,49.235084,0:00:49,0.0042,1.9858,0.0185
16,52.536181,0:00:53,0.0044,2.0834,0.0194
18,55.440774,0:00:55,0.0047,2.2233,0.0207
20,52.347834,0:00:52,0.0046,2.1670,0.0202
22,55.987745,0:00:56,0.0048,2.2989,0.0214
24,50.628629,0:00:51,0.0046,2.1876,0.0203
26,50.429636,0:00:50,0.0046,2.2036,0.0205
28,53.264774,0:00:53,0.0046,2.1686,0.0202
30,52.135896,0:00:52,0.0049,2.3040,0.0214
32,50.988594,0:00:51,0.0046,2.1896,0.0204
34,52.820482,0:00:53,0.0046,2.1992,0.0205
36,51.307512,0:00:51,0.0047,2.2467,0.0209
38,51.309227,0:00:51,0.0048,2.2719,0.0211
40,53.930655,0:00:54,0.0050,2.3600,0.0220
42,52.284256,0:00:52,0.0048,2.3035,0.0214
44,53.648893,0:00:54,0.0047,2.2260,0.0207
46,54.238272,0:00:54,0.0051,2.4028,0.0224
48,54.421839,0:00:54,0.0048,2.2956,0.0214
