Treads|Time|Energy|CO2eq|travelled
1|0:01:26|0,0019|0,8996|0,0084
2|0:00:44|0,0010|0,4891|0,0045
3|0:00:30|0,0007|0,3515|0,0033
4|0:00:24|0,0006|0,2861|0,0027
5|0:00:20|0,0005|0,2388|0,0022
6|0:00:18|0,0005|0,2193|0,0020
7|0:00:17|0,0005|0,2156|0,0020
8|0:00:17|0,0005|0,2184|0,0020
9|0:00:21|0,0005|0,2566|0,0024
10|0:00:20|0,0005|0,2442|0,0023
11|0:00:19|0,0005|0,2325|0,0022
12|0:00:18|0,0005|0,2255|0,0021
13|0:00:18|0,0005|0,2218|0,0021
14|0:00:17|0,0005|0,2222|0,0021
15|0:00:17|0,0005|0,2241|0,0021
16|0:00:18|0,0005|0,2259|0,0021
