Treads|Time|Energy|CO2eq|travelled
1|0:01:26|0,0019|0,2716|0,0025
2|0:00:44|0,0010|0,1468|0,0014
3|0:00:30|0,0007|0,1056|0,0010
4|0:00:24|0,0006|0,0852|0,0008
5|0:00:20|0,0005|0,0705|0,0007
6|0:00:18|0,0005|0,0653|0,0006
7|0:00:17|0,0005|0,0643|0,0006
8|0:00:17|0,0005|0,0648|0,0006
9|0:00:21|0,0005|0,0764|0,0007
10|0:00:20|0,0005|0,0728|0,0007
11|0:00:19|0,0005|0,0696|0,0006
12|0:00:18|0,0005|0,0676|0,0006
13|0:00:17|0,0005|0,0664|0,0006
14|0:00:17|0,0005|0,0661|0,0006
15|0:00:17|0,0005|0,0665|0,0006
16|0:00:18|0,0005|0,0675|0,0006
