Treads,time_seconds,Time,Energy,CO2eq,travelled
2,3.53741,0:00:04,0.0001,0.0581,0.0005
4,1.89733,0:00:02,0.0001,0.0450,0.0004
6,1.36197,0:00:01,0.0001,0.0342,0.0003
8,1.05540,0:00:01,0.0001,0.0289,0.0003
10,0.84133,0:00:01,0.0000,0.0211,0.0002
12,0.86662,0:00:01,0.0000,0.0230,0.0002
14,0.64368,0:00:01,0.0000,0.0000,0.0000
16,0.61125,0:00:01,0.0000,0.0000,0.0000
18,0.64562,0:00:01,0.0000,0.0000,0.0000
20,0.48698,0:00:01,0.0000,0.0000,0.0000
22,0.79799,0:00:01,0.0000,0.0000,0.0000
24,0.75606,0:00:01,0.0000,0.0000,0.0000
26,0.72931,0:00:01,0.0000,0.0000,0.0000
28,0.73380,0:00:01,0.0000,0.0000,0.0000
30,0.68682,0:00:01,0.0000,0.0000,0.0000
32,0.65333,0:00:01,0.0000,0.0000,0.0000
34,0.61458,0:00:01,0.0000,0.0000,0.0000
36,0.64072,0:00:01,0.0000,0.0000,0.0000
38,0.61225,0:00:01,0.0000,0.0000,0.0000
40,0.61014,0:00:01,0.0000,0.0000,0.0000
