Treads,time_seconds,Time,Energy,CO2eq,travelled
2,254.09,0:04:16,0.0186,2.6384,0.0245
4,184.71,0:03:06,0.0144,2.0473,0.0190
6,163.11,0:02:44,0.0134,1.9049,0.0177
8,154.72,0:02:36,0.0132,1.8739,0.0174
10,149.70,0:02:31,0.0131,1.8563,0.0173
12,147.88,0:02:29,0.0132,1.8666,0.0174
14,122.48,0:02:03,0.0113,1.6086,0.0150
16,106.04,0:01:47,0.0104,1.4713,0.0137
18,92.48,0:01:33,0.0095,1.3455,0.0125
20,82.80,0:01:23,0.0089,1.2560,0.0117
22,75.02,0:01:16,0.0083,1.1816,0.0110
24,72.91,0:01:13,0.0083,1.1704,0.0109
26,83.88,0:01:24,0.0094,1.3268,0.0123
28,85.42,0:01:26,0.0095,1.3494,0.0126
30,89.81,0:01:30,0.0100,1.4156,0.0132
32,94.17,0:01:35,0.0104,1.4756,0.0137
34,95.37,0:01:36,0.0105,1.4922,0.0139
36,94.05,0:01:35,0.0104,1.4702,0.0137
38,88.00,0:01:29,0.0098,1.3929,0.0130
40,87.39,0:01:28,0.0098,1.3840,0.0129
42,84.43,0:01:25,0.0095,1.3470,0.0125
44,77.17,0:01:18,0.0087,1.2402,0.0115
46,75.84,0:01:16,0.0086,1.2196,0.0113
48,72.18,0:01:13,0.0082,1.1610,0.0108
