Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,cfd,178465.847,0:02:58,0.0026,0.2554,0.0024
4,cfd,92960.473,0:01:33,0.0015,0.1434,0.0013
6,cfd,66322.768,0:01:06,0.0011,0.1084,0.0010
8,cfd,52484.290,0:00:52,0.0009,0.0887,0.0008
10,cfd,43865.512,0:00:44,0.0008,0.0765,0.0007
12,cfd,36310.795,0:00:36,0.0007,0.0666,0.0006
14,cfd,32072.709,0:00:32,0.0006,0.0613,0.0006
16,cfd,28178.980,0:00:28,0.0006,0.0564,0.0005
18,cfd,25376.788,0:00:25,0.0005,0.0521,0.0005
20,cfd,23369.894,0:00:23,0.0005,0.0497,0.0005
22,cfd,21459.530,0:00:21,0.0006,0.0546,0.0005
24,cfd,19772.351,0:00:20,0.0005,0.0526,0.0005
26,cfd,18222.734,0:00:18,0.0005,0.0508,0.0005
28,cfd,17106.321,0:00:17,0.0005,0.0463,0.0004
30,cfd,16235.342,0:00:16,0.0005,0.0468,0.0004
32,cfd,15281.934,0:00:15,0.0004,0.0425,0.0004
34,cfd,14731.403,0:00:15,0.0005,0.0445,0.0004
36,cfd,13894.125,0:00:14,0.0004,0.0417,0.0004
38,cfd,13312.582,0:00:13,0.0004,0.0389,0.0004
40,cfd,12791.633,0:00:13,0.0004,0.0413,0.0004
