Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,kmeans,303299.733,0:05:03,0.0046,0.4527,0.0042
4,kmeans,154023.735,0:02:34,0.0025,0.2481,0.0023
6,kmeans,109751.812,0:01:50,0.0019,0.1852,0.0017
8,kmeans,85568.912,0:01:26,0.0015,0.1511,0.0014
10,kmeans,70704.871,0:01:11,0.0013,0.1305,0.0012
12,kmeans,59113.521,0:00:59,0.0012,0.1149,0.0011
14,kmeans,50797.491,0:00:51,0.0010,0.1030,0.0010
16,kmeans,44552.030,0:00:45,0.0010,0.0953,0.0009
18,kmeans,39762.108,0:00:40,0.0009,0.0891,0.0008
20,kmeans,35881.335,0:00:36,0.0009,0.0845,0.0008
22,kmeans,32845.303,0:00:33,0.0009,0.0926,0.0009
24,kmeans,30045.108,0:00:30,0.0009,0.0889,0.0008
26,kmeans,27944.521,0:00:28,0.0009,0.0853,0.0008
28,kmeans,25954.880,0:00:26,0.0008,0.0811,0.0008
30,kmeans,24657.576,0:00:25,0.0008,0.0783,0.0007
32,kmeans,22859.839,0:00:23,0.0008,0.0742,0.0007
34,kmeans,21859.764,0:00:22,0.0007,0.0735,0.0007
36,kmeans,20495.909,0:00:20,0.0007,0.0706,0.0007
38,kmeans,19814.894,0:00:20,0.0007,0.0700,0.0007
40,kmeans,18553.810,0:00:19,0.0007,0.0667,0.0006
