Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,srad,203028.809,0:03:23,0.0030,0.2982,0.0028
4,srad,100942.055,0:01:41,0.0016,0.1589,0.0015
6,srad,71680.264,0:01:12,0.0012,0.1189,0.0011
8,srad,57827.068,0:00:58,0.0010,0.0999,0.0009
10,srad,46805.741,0:00:47,0.0009,0.0844,0.0008
12,srad,39825.251,0:00:40,0.0008,0.0759,0.0007
14,srad,35177.847,0:00:35,0.0007,0.0700,0.0007
16,srad,31693.331,0:00:32,0.0007,0.0658,0.0006
18,srad,29094.345,0:00:29,0.0006,0.0632,0.0006
20,srad,27085.005,0:00:27,0.0006,0.0613,0.0006
22,srad,23637.080,0:00:24,0.0006,0.0595,0.0006
24,srad,21773.629,0:00:22,0.0006,0.0620,0.0006
26,srad,20333.699,0:00:20,0.0006,0.0600,0.0006
28,srad,19167.084,0:00:19,0.0006,0.0581,0.0005
30,srad,18130.005,0:00:18,0.0006,0.0563,0.0005
32,srad,16782.161,0:00:17,0.0005,0.0538,0.0005
34,srad,16106.513,0:00:16,0.0005,0.0528,0.0005
36,srad,15417.126,0:00:15,0.0005,0.0522,0.0005
38,srad,14731.164,0:00:15,0.0005,0.0509,0.0005
40,srad,14099.911,0:00:14,0.0005,0.0499,0.0005
