Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,kmeans,303246.285,0:05:03,0.0046,2.2048,0.0205
4,kmeans,153950.951,0:02:34,0.0025,1.2110,0.0113
6,kmeans,109738.706,0:01:50,0.0019,0.9087,0.0085
8,kmeans,85577.383,0:01:26,0.0015,0.7383,0.0069
10,kmeans,70690.105,0:01:11,0.0013,0.6388,0.0059
12,kmeans,59118.096,0:00:59,0.0012,0.5654,0.0053
14,kmeans,50771.048,0:00:51,0.0011,0.5081,0.0047
16,kmeans,44567.352,0:00:45,0.0010,0.4680,0.0044
18,kmeans,39750.022,0:00:40,0.0009,0.4370,0.0041
20,kmeans,35871.515,0:00:36,0.0009,0.4137,0.0038
22,kmeans,32891.216,0:00:33,0.0009,0.4547,0.0042
24,kmeans,30048.840,0:00:30,0.0009,0.4357,0.0041
26,kmeans,27993.854,0:00:28,0.0009,0.4189,0.0039
28,kmeans,25947.528,0:00:26,0.0008,0.3994,0.0037
30,kmeans,24644.950,0:00:25,0.0008,0.3864,0.0036
32,kmeans,22853.671,0:00:23,0.0008,0.3661,0.0034
34,kmeans,21860.186,0:00:22,0.0008,0.3624,0.0034
36,kmeans,20503.782,0:00:21,0.0007,0.3474,0.0032
38,kmeans,19799.361,0:00:20,0.0007,0.3424,0.0032
40,kmeans,18568.743,0:00:19,0.0007,0.3173,0.0030
