Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,leukocyte,968122.154,0:16:08,0.0147,7.0695,0.0658
4,leukocyte,501608.052,0:08:22,0.0083,3.9970,0.0372
6,leukocyte,357463.497,0:05:57,0.0062,2.9937,0.0278
8,leukocyte,309490.948,0:05:09,0.0056,2.6769,0.0249
10,leukocyte,256030.589,0:04:16,0.0048,2.3050,0.0214
12,leukocyte,198241.596,0:03:18,0.0040,1.9352,0.0180
14,leukocyte,199238.309,0:03:19,0.0041,1.9828,0.0184
16,leukocyte,188854.286,0:03:09,0.0039,1.8857,0.0175
18,leukocyte,140183.487,0:02:20,0.0033,1.5837,0.0147
20,leukocyte,136027.861,0:02:16,0.0033,1.5644,0.0146
22,leukocyte,135901.328,0:02:16,0.0034,1.6357,0.0152
24,leukocyte,135905.603,0:02:16,0.0035,1.6608,0.0154
26,leukocyte,135684.684,0:02:16,0.0035,1.6901,0.0157
28,leukocyte,134284.217,0:02:14,0.0035,1.7040,0.0159
30,leukocyte,131738.724,0:02:12,0.0036,1.7097,0.0159
32,leukocyte,126262.714,0:02:06,0.0035,1.6706,0.0155
34,leukocyte,121464.076,0:02:01,0.0034,1.6308,0.0152
36,leukocyte,75579.679,0:01:16,0.0027,1.3116,0.0122
38,leukocyte,75550.529,0:01:16,0.0028,1.3295,0.0124
40,leukocyte,76773.960,0:01:17,0.0028,1.3536,0.0126
