Threads,time_seconds,Time,Energy,CO2eq,travelled
2,93.35,0:01:38,0.0041,1.9519,0.0182
4,58.10,0:01:01,0.0028,1.3257,0.0123
6,47.33,0:00:49,0.0025,1.1646,0.0108
8,43.43,0:00:45,0.0023,1.1118,0.0103
10,41.38,0:00:43,0.0023,1.1005,0.0102
12,40.60,0:00:42,0.0024,1.1257,0.0105
14,40.22,0:00:41,0.0024,1.1613,0.0108
16,39.29,0:00:40,0.0025,1.1828,0.0110
18,39.15,0:00:40,0.0026,1.2181,0.0113
20,39.28,0:00:40,0.0027,1.2635,0.0118
22,39.52,0:00:41,0.0028,1.3128,0.0122
24,36.27,0:00:37,0.0026,1.2479,0.0116
26,33.24,0:00:34,0.0025,1.1737,0.0109
28,31.24,0:00:32,0.0024,1.1274,0.0105
30,29.25,0:00:30,0.0023,1.0858,0.0101
32,27.03,0:00:28,0.0022,1.0424,0.0097
34,25.69,0:00:26,0.0022,1.0291,0.0096
36,24.66,0:00:25,0.0022,1.0215,0.0095
38,23.54,0:00:24,0.0021,1.0126,0.0094
40,22.68,0:00:23,0.0021,1.0194,0.0095
42,21.26,0:00:22,0.0021,0.9972,0.0093
44,20.54,0:00:21,0.0021,1.0047,0.0093
46,22.69,0:00:23,0.0022,1.0582,0.0098
48,22.77,0:00:23,0.0022,1.0576,0.0098
50,23.40,0:00:24,0.0022,1.0679,0.0099
52,23.19,0:00:24,0.0022,1.0678,0.0099
54,24.13,0:00:25,0.0023,1.0802,0.0100
56,24.62,0:00:25,0.0023,1.0869,0.0101
58,24.72,0:00:25,0.0023,1.0959,0.0102
60,25.77,0:00:26,0.0023,1.1134,0.0104
62,26.13,0:00:27,0.0024,1.1204,0.0104
64,26.10,0:00:27,0.0024,1.1293,0.0105
66,26.15,0:00:27,0.0024,1.1382,0.0106
68,25.28,0:00:26,0.0023,1.1154,0.0104
70,25.33,0:00:26,0.0024,1.1216,0.0104
72,24.37,0:00:25,0.0023,1.1080,0.0103
74,22.71,0:00:23,0.0023,1.0718,0.0100
76,23.34,0:00:24,0.0023,1.0922,0.0102
78,22.76,0:00:23,0.0023,1.0828,0.0101
80,22.36,0:00:23,0.0022,1.0298,0.0096
82,22.33,0:00:23,0.0022,1.0294,0.0096
84,21.73,0:00:22,0.0023,1.0705,0.0100
86,20.75,0:00:21,0.0022,1.0527,0.0098
88,20.53,0:00:21,0.0022,1.0443,0.0097
