Threads,time_seconds,Time,Energy,CO2eq,travelled
2,294.48,0:04:56,0.0100,4.7626,0.0443
4,171.10,0:02:52,0.0062,2.9669,0.0276
6,131.42,0:02:12,0.0052,2.4898,0.0232
8,111.34,0:01:52,0.0049,2.3122,0.0215
10,100.01,0:01:41,0.0048,2.2615,0.0210
12,74.43,0:01:15,0.0046,2.1659,0.0201
14,64.83,0:01:05,0.0043,2.0228,0.0188
16,58.19,0:00:59,0.0041,1.9276,0.0179
18,51.53,0:00:52,0.0038,1.8207,0.0169
20,47.66,0:00:48,0.0038,1.7929,0.0167
22,61.90,0:01:02,0.0046,2.1624,0.0201
24,61.31,0:01:02,0.0045,2.1394,0.0199
26,59.95,0:01:00,0.0045,2.1240,0.0198
28,57.69,0:00:58,0.0044,2.0773,0.0193
30,56.95,0:00:57,0.0044,2.0731,0.0193
32,53.71,0:00:54,0.0042,2.0089,0.0187
34,50.55,0:00:51,0.0041,1.9282,0.0179
36,49.22,0:00:50,0.0040,1.9094,0.0178
38,46.10,0:00:46,0.0038,1.8181,0.0169
40,44.94,0:00:45,0.0038,1.7856,0.0166
