Threads,time_seconds,Time,Energy,CO2eq,travelled
2,106.10,0:01:46,0.0043,2.0553,0.0191
4,63.04,0:01:03,0.0029,1.3699,0.0127
6,49.06,0:00:49,0.0024,1.1468,0.0107
8,40.65,0:00:41,0.0021,1.0036,0.0093
10,35.72,0:00:36,0.0019,0.9260,0.0086
12,34.55,0:00:35,0.0020,0.9415,0.0088
14,32.87,0:00:33,0.0019,0.9239,0.0086
16,31.53,0:00:32,0.0019,0.9027,0.0084
18,30.80,0:00:31,0.0019,0.9131,0.0085
20,30.40,0:00:30,0.0020,0.9386,0.0087
22,30.16,0:00:30,0.0020,0.9615,0.0089
24,30.73,0:00:31,0.0021,1.0010,0.0093
26,29.08,0:00:29,0.0021,0.9764,0.0091
28,31.50,0:00:32,0.0023,1.0777,0.0100
30,31.24,0:00:31,0.0023,1.1044,0.0103
32,31.26,0:00:31,0.0024,1.1292,0.0105
34,32.62,0:00:33,0.0025,1.2019,0.0112
36,34.90,0:00:35,0.0028,1.3321,0.0124
38,33.78,0:00:34,0.0027,1.2981,0.0121
40,33.30,0:00:33,0.0027,1.3039,0.0121
42,35.10,0:00:35,0.0030,1.4343,0.0133
44,37.03,0:00:37,0.0033,1.5459,0.0144
46,40.03,0:00:40,0.0035,1.6759,0.0156
48,41.68,0:00:42,0.0037,1.7645,0.0164
50,41.79,0:00:42,0.0037,1.7697,0.0165
52,42.07,0:00:42,0.0038,1.7940,0.0167
54,42.16,0:00:42,0.0038,1.8095,0.0168
56,41.55,0:00:42,0.0038,1.7968,0.0167
58,42.10,0:00:42,0.0039,1.8446,0.0172
60,44.87,0:00:45,0.0041,1.9463,0.0181
62,42.51,0:00:43,0.0040,1.8898,0.0176
64,45.04,0:00:45,0.0042,2.0156,0.0187
66,45.54,0:00:46,0.0043,2.0431,0.0190
68,47.20,0:00:47,0.0045,2.1359,0.0199
70,44.51,0:00:45,0.0042,2.0129,0.0187
72,46.70,0:00:47,0.0045,2.1272,0.0198
74,49.54,0:00:50,0.0048,2.2570,0.0210
76,50.23,0:00:50,0.0048,2.2792,0.0212
78,51.10,0:00:51,0.0049,2.3338,0.0217
80,52.11,0:00:52,0.0050,2.3910,0.0222
82,53.56,0:00:54,0.0052,2.4699,0.0230
84,52.67,0:00:53,0.0051,2.4204,0.0225
86,55.07,0:00:55,0.0054,2.5646,0.0239
88,59.29,0:00:59,0.0058,2.7567,0.0256
