Threads,time_seconds,Time,Energy,CO2eq,travelled
2,339.74,0:05:43,0.0250,11.8627,0.1104
4,203.40,0:03:25,0.0164,7.7682,0.0723
6,161.69,0:02:43,0.0138,6.5704,0.0611
8,140.41,0:02:22,0.0125,5.9423,0.0553
10,127.44,0:02:09,0.0119,5.6675,0.0527
12,122.90,0:02:04,0.0116,5.5030,0.0512
14,109.86,0:01:51,0.0107,5.0691,0.0472
16,97.50,0:01:38,0.0100,4.7463,0.0442
18,87.54,0:01:28,0.0093,4.4305,0.0412
20,75.60,0:01:16,0.0084,3.9901,0.0371
22,72.75,0:01:13,0.0085,4.0148,0.0373
24,66.54,0:01:07,0.0080,3.8145,0.0355
26,86.48,0:01:27,0.0096,4.5675,0.0425
28,81.36,0:01:22,0.0091,4.3283,0.0403
30,86.28,0:01:27,0.0096,4.5414,0.0422
32,82.05,0:01:23,0.0092,4.3553,0.0405
34,78.93,0:01:20,0.0089,4.2124,0.0392
36,84.80,0:01:26,0.0092,4.3690,0.0406
38,78.95,0:01:20,0.0087,4.1530,0.0386
40,75.67,0:01:17,0.0087,4.1094,0.0382
42,72.85,0:01:14,0.0084,4.0062,0.0373
44,71.30,0:01:12,0.0084,4.0051,0.0373
46,65.94,0:01:07,0.0079,3.7737,0.0351
48,82.09,0:01:23,0.0083,3.9352,0.0366
