Treads|Time|Energy|CO2eq|travelled
2|0:05:44|0,0251|11,9261|0,1109
4|0:03:25|0,0164|7,7781|0,0724
6|0:02:44|0,0139|6,6006|0,0614
8|0:02:22|0,0126|5,9792|0,0556
10|0:02:09|0,0120|5,7113|0,0531
12|0:02:04|0,0117|5,5441|0,0516
14|0:01:51|0,0108|5,1116|0,0475
16|0:01:36|0,0098|4,6356|0,0431
18|0:01:29|0,0094|4,4454|0,0414
20|0:01:18|0,0086|4,0824|0,0380
22|0:01:13|0,0084|3,9922|0,0371
24|0:01:10|0,0083|3,9504|0,0367
26|0:01:31|0,0100|4,7567|0,0442
28|0:01:23|0,0092|4,3741|0,0407
30|0:01:30|0,0098|4,6593|0,0433
32|0:01:26|0,0096|4,5444|0,0423
34|0:01:26|0,0095|4,5195|0,0420
36|0:01:26|0,0092|4,3566|0,0405
38|0:01:24|0,0090|4,2933|0,0399
40|0:01:15|0,0085|4,0238|0,0374
42|0:01:13|0,0083|3,9599|0,0368
44|0:01:12|0,0084|3,9767|0,0370
46|0:01:08|0,0081|3,8604|0,0359
48|0:01:19|0,0091|4,3233|0,0402
