Treads,time_seconds,Time,Energy,CO2eq,travelled
2,36.12338,0:00:36,0.0027,1.2592,0.0117
4,34.17606,0:00:34,0.0026,1.2491,0.0116
6,29.35556,0:00:29,0.0023,1.0904,0.0101
8,24.28850,0:00:24,0.0020,0.9666,0.0090
10,25.65910,0:00:26,0.0022,1.0340,0.0096
12,25.86632,0:00:26,0.0022,1.0566,0.0098
14,24.60223,0:00:25,0.0022,1.0471,0.0097
16,25.48726,0:00:26,0.0023,1.1034,0.0103
18,26.02018,0:00:26,0.0024,1.1213,0.0104
20,26.12676,0:00:26,0.0024,1.1432,0.0106
22,25.71444,0:00:26,0.0024,1.1321,0.0105
24,26.48479,0:00:26,0.0025,1.1981,0.0111
26,27.11062,0:00:27,0.0025,1.2071,0.0112
28,25.82808,0:00:26,0.0024,1.1504,0.0107
30,26.88451,0:00:27,0.0025,1.1810,0.0110
32,26.22464,0:00:26,0.0024,1.1567,0.0108
34,26.60630,0:00:27,0.0025,1.1734,0.0109
36,26.70407,0:00:27,0.0025,1.1846,0.0110
38,26.61169,0:00:27,0.0025,1.1807,0.0110
40,26.47414,0:00:26,0.0025,1.1810,0.0110
42,26.96357,0:00:27,0.0025,1.2042,0.0112
44,28.02664,0:00:28,0.0026,1.2420,0.0116
46,27.27537,0:00:27,0.0026,1.2144,0.0113
48,27.57451,0:00:28,0.0026,1.2345,0.0115
