Treads,time_seconds,Time,Energy,CO2eq,travelled
2,68.53372,0:01:09,0.0023,1.1124,0.0103
4,33.92482,0:00:34,0.0016,0.7462,0.0069
6,23.73572,0:00:24,0.0012,0.5828,0.0054
8,22.84987,0:00:23,0.0012,0.5542,0.0052
10,19.72587,0:00:20,0.0011,0.5153,0.0048
12,18.44651,0:00:18,0.0011,0.5067,0.0047
14,18.69844,0:00:19,0.0011,0.5279,0.0049
16,18.09864,0:00:18,0.0012,0.5473,0.0051
18,17.77864,0:00:18,0.0012,0.5627,0.0052
20,17.50405,0:00:18,0.0012,0.5743,0.0053
22,21.07365,0:00:21,0.0013,0.6353,0.0059
24,20.08619,0:00:20,0.0013,0.6196,0.0058
26,19.32858,0:00:19,0.0013,0.6007,0.0056
28,18.69989,0:00:19,0.0012,0.5872,0.0055
30,18.54671,0:00:19,0.0013,0.5945,0.0055
32,18.54630,0:00:19,0.0012,0.5807,0.0054
34,18.30764,0:00:18,0.0012,0.5898,0.0055
36,18.18466,0:00:18,0.0013,0.5947,0.0055
38,18.16712,0:00:18,0.0013,0.6065,0.0056
40,17.82379,0:00:18,0.0013,0.6057,0.0056
