Threads,time_seconds,Time,Energy,CO2eq,travelled
2,160.92,0:02:48,0.0066,3.1228,0.0290
4,91.03,0:01:35,0.0041,0.5750,0.0053
6,57.86,0:01:01,0.0028,0.3966,0.0037
8,45.22,0:00:48,0.0023,0.3276,0.0030
10,37.29,0:00:39,0.0020,0.2857,0.0027
12,31.52,0:00:33,0.0018,0.2563,0.0024
14,27.01,0:00:29,0.0016,0.2317,0.0022
16,24.43,0:00:26,0.0016,0.2238,0.0021
18,21.84,0:00:23,0.0015,0.2091,0.0019
20,21.13,0:00:22,0.0015,0.2077,0.0019
22,18.74,0:00:20,0.0014,0.1916,0.0018
24,18.37,0:00:19,0.0014,0.2009,0.0019
26,17.06,0:00:18,0.0014,0.1954,0.0018
28,22.49,0:00:23,0.0018,0.2544,0.0024
30,15.62,0:00:17,0.0013,0.1870,0.0017
32,13.63,0:00:15,0.0012,0.1721,0.0016
34,13.15,0:00:14,0.0012,0.1714,0.0016
36,13.23,0:00:14,0.0012,0.1766,0.0016
38,12.56,0:00:13,0.0012,0.1738,0.0016
40,11.73,0:00:13,0.0012,0.1671,0.0016
42,11.80,0:00:13,0.0012,0.1736,0.0016
44,10.08,0:00:11,0.0010,0.1415,0.0013
46,14.51,0:00:15,0.0014,0.2028,0.0019
48,14.17,0:00:15,0.0014,0.1998,0.0019
50,13.54,0:00:14,0.0014,0.1926,0.0018
52,13.06,0:00:14,0.0013,0.1876,0.0017
54,12.74,0:00:14,0.0013,0.1824,0.0017
56,12.66,0:00:13,0.0013,0.1841,0.0017
58,12.59,0:00:13,0.0013,0.1852,0.0017
60,12.16,0:00:13,0.0013,0.1799,0.0017
62,12.11,0:00:13,0.0013,0.1801,0.0017
64,12.16,0:00:13,0.0013,0.1811,0.0017
66,12.14,0:00:13,0.0013,0.1818,0.0017
68,11.37,0:00:12,0.0012,0.1736,0.0016
70,11.14,0:00:12,0.0011,0.1589,0.0015
72,10.73,0:00:11,0.0011,0.1583,0.0015
74,10.42,0:00:11,0.0011,0.1541,0.0014
76,10.39,0:00:11,0.0011,0.1547,0.0014
78,10.50,0:00:11,0.0011,0.1572,0.0015
80,10.05,0:00:11,0.0011,0.1510,0.0014
82,9.63,0:00:10,0.0010,0.1427,0.0013
84,9.36,0:00:10,0.0010,0.1449,0.0013
86,9.14,0:00:10,0.0010,0.1423,0.0013
88,8.73,0:00:09,0.0009,0.1335,0.0012
