Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,ST,124.35997,0:02:04,0.0021,0.2066,0.0019
4,ST,65.89930,0:01:06,0.0012,0.1206,0.0011
6,ST,49.49341,0:00:50,0.0010,0.0962,0.0009
8,ST,42.43240,0:00:42,0.0009,0.0877,0.0008
10,ST,40.10364,0:00:40,0.0009,0.0864,0.0008
12,ST,39.57831,0:00:40,0.0009,0.0885,0.0008
14,ST,40.21622,0:00:40,0.0010,0.0936,0.0009
16,ST,39.52650,0:00:40,0.0010,0.0958,0.0009
18,ST,40.34988,0:00:40,0.0010,0.1010,0.0009
20,ST,39.65906,0:00:40,0.0011,0.1036,0.0010
22,ST,36.13717,0:00:36,0.0011,0.1081,0.0010
24,ST,33.11635,0:00:33,0.0011,0.1067,0.0010
26,ST,30.22134,0:00:30,0.0010,0.1021,0.0009
28,ST,28.84888,0:00:29,0.0010,0.0993,0.0009
30,ST,26.42938,0:00:26,0.0010,0.0949,0.0009
32,ST,24.60994,0:00:25,0.0009,0.0918,0.0009
34,ST,23.14239,0:00:23,0.0009,0.0890,0.0008
36,ST,22.26748,0:00:22,0.0009,0.0878,0.0008
38,ST,21.05531,0:00:21,0.0009,0.0851,0.0008
40,ST,20.04699,0:00:20,0.0008,0.0835,0.0008
