Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,PO,245.21859,0:04:05,0.0041,0.3989,0.0037
4,PO,126.39895,0:02:06,0.0024,0.2323,0.0022
6,PO,91.86032,0:01:32,0.0018,0.1776,0.0017
8,PO,77.28790,0:01:17,0.0017,0.1638,0.0015
10,PO,69.76379,0:01:10,0.0016,0.1564,0.0015
12,PO,68.26474,0:01:08,0.0016,0.1609,0.0015
14,PO,67.05824,0:01:07,0.0017,0.1647,0.0015
16,PO,66.49728,0:01:07,0.0017,0.1676,0.0016
18,PO,66.34787,0:01:06,0.0018,0.1735,0.0016
20,PO,65.59659,0:01:06,0.0018,0.1759,0.0016
22,PO,59.69403,0:01:00,0.0019,0.1844,0.0017
24,PO,55.36393,0:00:55,0.0018,0.1809,0.0017
26,PO,50.58577,0:00:51,0.0017,0.1710,0.0016
28,PO,47.22179,0:00:47,0.0017,0.1645,0.0015
30,PO,44.81383,0:00:45,0.0016,0.1613,0.0015
32,PO,41.67230,0:00:42,0.0016,0.1568,0.0015
34,PO,39.77042,0:00:40,0.0016,0.1557,0.0014
36,PO,37.03114,0:00:37,0.0015,0.1509,0.0014
38,PO,35.77274,0:00:36,0.0015,0.1507,0.0014
40,PO,34.22919,0:00:34,0.0015,0.1482,0.0014
