Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,leukocyte,617390.87,0:10:17,0.0218,2.1405,0.0199
4,leukocyte,326706.42,0:05:27,0.0122,1.1996,0.0112
6,leukocyte,219959.21,0:03:40,0.0086,0.8503,0.0079
8,leukocyte,188121.31,0:03:08,0.0077,0.7539,0.0070
10,leukocyte,151182.66,0:02:31,0.0065,0.6364,0.0059
12,leukocyte,117010.27,0:01:57,0.0053,0.5218,0.0049
14,leukocyte,118532.05,0:01:59,0.0054,0.5316,0.0049
16,leukocyte,114492.94,0:01:55,0.0053,0.5195,0.0048
18,leukocyte,81176.25,0:01:21,0.0041,0.4005,0.0037
20,leukocyte,81440.58,0:01:22,0.0041,0.3999,0.0037
22,leukocyte,81179.85,0:01:21,0.0040,0.3951,0.0037
24,leukocyte,81477.87,0:01:22,0.0039,0.3839,0.0036
26,leukocyte,80913.78,0:01:21,0.0039,0.3857,0.0036
28,leukocyte,80647.85,0:01:21,0.0039,0.3868,0.0036
30,leukocyte,78815.54,0:01:19,0.0039,0.3793,0.0035
32,leukocyte,78341.76,0:01:18,0.0039,0.3807,0.0035
34,leukocyte,76442.17,0:01:17,0.0038,0.3735,0.0035
36,leukocyte,46669.85,0:00:47,0.0028,0.2706,0.0025
38,leukocyte,46694.93,0:00:47,0.0028,0.2717,0.0025
40,leukocyte,46657.11,0:00:47,0.0028,0.2715,0.0025
42,leukocyte,46615.97,0:00:47,0.0028,0.2719,0.0025
44,leukocyte,46655.54,0:00:47,0.0028,0.2721,0.0025
46,leukocyte,46882.23,0:00:47,0.0028,0.2741,0.0025
48,leukocyte,46654.55,0:00:47,0.0028,0.2726,0.0025
