Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,cfd,119740.364,0:02:00,0.0041,1.9764,0.0184
4,cfd,59880.581,0:01:00,0.0022,1.0539,0.0098
6,cfd,40710.130,0:00:41,0.0016,0.7534,0.0070
8,cfd,30822.587,0:00:31,0.0012,0.5919,0.0055
10,cfd,25626.946,0:00:26,0.0011,0.5149,0.0048
12,cfd,21805.947,0:00:22,0.0009,0.4518,0.0042
14,cfd,18629.203,0:00:19,0.0008,0.3985,0.0037
16,cfd,16441.394,0:00:16,0.0007,0.3602,0.0034
18,cfd,14801.521,0:00:15,0.0007,0.3325,0.0031
20,cfd,13749.226,0:00:14,0.0007,0.3131,0.0029
22,cfd,12541.623,0:00:13,0.0006,0.2899,0.0027
24,cfd,11648.556,0:00:12,0.0005,0.2634,0.0024
26,cfd,10932.136,0:00:11,0.0005,0.2479,0.0023
28,cfd,10221.311,0:00:10,0.0005,0.2491,0.0023
30,cfd,9710.220,0:00:10,0.0005,0.2428,0.0023
32,cfd,9202.168,0:00:09,0.0005,0.2276,0.0021
34,cfd,8854.418,0:00:09,0.0005,0.2175,0.0020
36,cfd,8544.758,0:00:09,0.0005,0.2292,0.0021
38,cfd,8122.475,0:00:08,0.0005,0.2230,0.0021
40,cfd,7940.448,0:00:08,0.0005,0.2229,0.0021
42,cfd,7867.768,0:00:08,0.0005,0.2241,0.0021
44,cfd,7355.916,0:00:07,0.0004,0.2031,0.0019
46,cfd,7314.192,0:00:07,0.0004,0.2054,0.0019
48,cfd,7101.688,0:00:07,0.0004,0.1952,0.0018
