Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,kmeans,250115.208,0:04:10,0.0088,4.2314,0.0394
4,kmeans,125374.555,0:02:05,0.0046,2.2322,0.0208
6,kmeans,83857.176,0:01:24,0.0033,1.5669,0.0146
8,kmeans,63035.839,0:01:03,0.0026,1.2430,0.0116
10,kmeans,51065.682,0:00:51,0.0022,1.0451,0.0097
12,kmeans,43380.286,0:00:43,0.0019,0.9115,0.0085
14,kmeans,37249.956,0:00:37,0.0017,0.8212,0.0076
16,kmeans,32679.436,0:00:33,0.0015,0.7439,0.0069
18,kmeans,29230.982,0:00:29,0.0014,0.6915,0.0064
20,kmeans,27017.966,0:00:27,0.0013,0.6424,0.0060
22,kmeans,24693.853,0:00:25,0.0012,0.5866,0.0055
24,kmeans,22898.514,0:00:23,0.0011,0.5251,0.0049
26,kmeans,21337.227,0:00:21,0.0011,0.5133,0.0048
28,kmeans,19720.903,0:00:20,0.0010,0.4900,0.0046
30,kmeans,18638.319,0:00:19,0.0010,0.4772,0.0044
32,kmeans,17332.326,0:00:17,0.0010,0.4594,0.0043
34,kmeans,16569.866,0:00:17,0.0009,0.4520,0.0042
36,kmeans,15496.478,0:00:15,0.0009,0.4328,0.0040
38,kmeans,14880.089,0:00:15,0.0009,0.4239,0.0039
40,kmeans,13992.932,0:00:14,0.0009,0.4109,0.0038
42,kmeans,13566.102,0:00:14,0.0009,0.4089,0.0038
44,kmeans,12783.944,0:00:13,0.0008,0.3892,0.0036
46,kmeans,12471.545,0:00:12,0.0008,0.3815,0.0035
48,kmeans,11755.462,0:00:12,0.0007,0.3600,0.0033
