Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,backprop,32408.587,0:00:32,0.0011,0.5500,0.0051
4,backprop,27217.107,0:00:27,0.0010,0.4610,0.0043
6,backprop,25723.726,0:00:26,0.0009,0.4383,0.0041
8,backprop,23703.780,0:00:24,0.0008,0.4034,0.0038
10,backprop,25198.273,0:00:25,0.0009,0.4307,0.0040
12,backprop,24897.346,0:00:25,0.0009,0.4268,0.0040
14,backprop,24549.179,0:00:25,0.0009,0.4217,0.0039
16,backprop,22941.466,0:00:23,0.0008,0.3959,0.0037
18,backprop,22842.578,0:00:23,0.0008,0.3947,0.0037
20,backprop,23145.938,0:00:23,0.0008,0.3982,0.0037
22,backprop,23051.773,0:00:23,0.0008,0.3968,0.0037
24,backprop,22885.038,0:00:23,0.0008,0.3927,0.0037
26,backprop,22852.425,0:00:23,0.0008,0.3921,0.0036
28,backprop,22723.100,0:00:23,0.0008,0.3919,0.0036
30,backprop,23027.177,0:00:23,0.0008,0.3950,0.0037
32,backprop,22996.329,0:00:23,0.0008,0.3963,0.0037
34,backprop,22770.281,0:00:23,0.0008,0.3934,0.0037
36,backprop,22889.203,0:00:23,0.0008,0.3931,0.0037
38,backprop,23070.135,0:00:23,0.0008,0.3972,0.0037
40,backprop,22947.219,0:00:23,0.0008,0.3947,0.0037
42,backprop,22761.776,0:00:23,0.0008,0.3918,0.0036
44,backprop,22857.757,0:00:23,0.0008,0.3922,0.0036
46,backprop,22959.779,0:00:23,0.0008,0.3954,0.0037
48,backprop,22611.864,0:00:23,0.0008,0.3888,0.0036
