Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,backprop,32647.107,0:00:33,0.0012,0.1132,0.0011
4,backprop,27010.797,0:00:27,0.0010,0.0938,0.0009
6,backprop,25732.678,0:00:26,0.0009,0.0893,0.0008
8,backprop,23909.839,0:00:24,0.0008,0.0833,0.0008
10,backprop,25061.191,0:00:25,0.0009,0.0880,0.0008
12,backprop,26028.262,0:00:26,0.0009,0.0917,0.0009
14,backprop,24822.259,0:00:25,0.0009,0.0884,0.0008
16,backprop,23052.878,0:00:23,0.0008,0.0816,0.0008
18,backprop,23077.706,0:00:23,0.0008,0.0816,0.0008
20,backprop,23159.774,0:00:23,0.0008,0.0821,0.0008
22,backprop,22831.288,0:00:23,0.0008,0.0806,0.0007
24,backprop,22790.592,0:00:23,0.0008,0.0810,0.0008
26,backprop,22730.993,0:00:23,0.0008,0.0807,0.0008
28,backprop,22975.617,0:00:23,0.0008,0.0815,0.0008
30,backprop,22890.596,0:00:23,0.0008,0.0810,0.0008
32,backprop,22638.623,0:00:23,0.0008,0.0803,0.0007
34,backprop,22759.121,0:00:23,0.0008,0.0809,0.0008
36,backprop,22831.055,0:00:23,0.0008,0.0814,0.0008
38,backprop,22822.286,0:00:23,0.0008,0.0814,0.0008
40,backprop,22800.367,0:00:23,0.0008,0.0816,0.0008
42,backprop,22614.332,0:00:23,0.0008,0.0804,0.0007
44,backprop,22947.321,0:00:23,0.0008,0.0815,0.0008
46,backprop,22809.782,0:00:23,0.0008,0.0814,0.0008
48,backprop,22882.902,0:00:23,0.0008,0.0811,0.0008
