Treads,time_seconds,Time,Energy,CO2eq,travelled
1,126.43269,0:02:06,0.0028,1.3393,0.0125
2,67.75872,0:01:08,0.0016,0.7730,0.0072
3,47.74874,0:00:48,0.0012,0.5801,0.0054
4,39.26752,0:00:39,0.0011,0.5011,0.0047
5,35.34253,0:00:35,0.0010,0.1398,0.0013
6,32.79316,0:00:33,0.0009,0.1340,0.0012
7,31.70405,0:00:32,0.0009,0.1330,0.0012
8,31.63043,0:00:32,0.0010,0.1349,0.0013
9,42.46020,0:00:42,0.0012,0.1672,0.0016
10,39.53400,0:00:40,0.0011,0.1586,0.0015
11,36.90197,0:00:37,0.0011,0.1507,0.0014
12,34.80261,0:00:35,0.0010,0.1445,0.0013
13,33.59520,0:00:34,0.0010,0.1409,0.0013
14,33.01982,0:00:33,0.0010,0.1398,0.0013
15,32.93187,0:00:33,0.0010,0.1410,0.0013
16,33.22636,0:00:33,0.0010,0.1431,0.0013
