Treads|Time|Energy|CO2eq|travelled
2|0:01:05|0,0048|0,6819|0,0063
4|0:00:41|0,0033|0,4657|0,0043
6|0:00:35|0,0029|0,4156|0,0039
8|0:00:34|0,0029|0,4067|0,0038
10|0:00:33|0,0029|0,4163|0,0039
12|0:00:33|0,0030|0,4228|0,0039
14|0:00:28|0,0026|0,3679|0,0034
16|0:00:25|0,0017|0,2343|0,0022
18|0:00:24|0,0023|0,3294|0,0031
20|0:00:21|0,0021|0,3018|0,0028
22|0:00:19|0,0020|0,2887|0,0027
24|0:00:18|0,0020|0,2773|0,0026
26|0:00:21|0,0022|0,3154|0,0029
28|0:00:22|0,0022|0,3183|0,0030
30|0:00:21|0,0022|0,3105|0,0029
32|0:00:24|0,0025|0,3483|0,0032
34|0:00:24|0,0025|0,3498|0,0033
36|0:00:24|0,0025|0,3478|0,0032
38|0:00:24|0,0025|0,3522|0,0033
40|0:00:21|0,0023|0,3218|0,0030
42|0:00:22|0,0023|0,3309|0,0031
44|0:00:21|0,0023|0,3224|0,0030
46|0:00:20|0,0023|0,3198|0,0030
48|0:00:20|0,0022|0,3174|0,0030
