Treads|Time|Energy|CO2eq|travelled
2|0:01:05|0,0049|0,6910|0,0064
4|0:00:42|0,0033|0,4697|0,0044
6|0:00:35|0,0029|0,4177|0,0039
8|0:00:33|0,0028|0,4014|0,0037
10|0:00:33|0,0029|0,4169|0,0039
12|0:00:33|0,0030|0,4219|0,0039
14|0:00:31|0,0028|0,3998|0,0037
16|0:00:25|0,0024|0,3436|0,0032
18|0:00:23|0,0023|0,3245|0,0030
20|0:00:22|0,0022|0,3141|0,0029
22|0:00:19|0,0020|0,2902|0,0027
24|0:00:18|0,0019|0,2746|0,0026
26|0:00:21|0,0022|0,3160|0,0029
28|0:00:21|0,0022|0,3118|0,0029
30|0:00:21|0,0022|0,3124|0,0029
32|0:00:22|0,0023|0,3242|0,0030
34|0:00:24|0,0025|0,3500|0,0033
36|0:00:24|0,0025|0,3478|0,0032
38|0:00:24|0,0025|0,3474|0,0032
40|0:00:22|0,0023|0,3227|0,0030
42|0:00:22|0,0023|0,3311|0,0031
44|0:00:21|0,0023|0,3192|0,0030
46|0:00:20|0,0023|0,3212|0,0030
48|0:00:20|0,0022|0,3171|0,0029
