Threads,time_seconds,Time,Energy,CO2eq,travelled
2,NaN,NaN,NaN,NaN,NaN
2,574.26,0:09:39,0.0156,2.2067,0.0205
4,292.07,0:04:54,0.0086,1.2130,0.0113
6,202.28,0:03:24,0.0064,0.9039,0.0084
8,156.97,0:02:38,0.0053,0.7473,0.0070
10,223.35,0:03:45,0.0070,0.9929,0.0092
12,191.73,0:03:13,0.0063,0.8911,0.0083
14,165.37,0:02:47,0.0057,0.8074,0.0075
16,150.52,0:02:32,0.0054,0.7591,0.0071
