Treads,time_seconds,Time,Energy,CO2eq,travelled
2,47.683890,0:00:48,0.0020,0.9462,0.0088
4,35.547964,0:00:36,0.0014,0.6616,0.0062
6,32.963448,0:00:33,0.0012,0.5894,0.0055
8,31.105324,0:00:31,0.0012,0.5796,0.0054
10,30.712797,0:00:31,0.0013,0.6024,0.0056
12,30.798234,0:00:31,0.0014,0.6621,0.0062
14,30.256693,0:00:30,0.0013,0.6243,0.0058
16,31.047191,0:00:31,0.0013,0.6341,0.0059
18,30.724407,0:00:31,0.0013,0.6088,0.0057
20,30.925710,0:00:31,0.0013,0.6262,0.0058
22,32.097706,0:00:32,0.0014,0.6572,0.0061
24,31.321064,0:00:31,0.0014,0.6430,0.0060
26,32.989843,0:00:33,0.0014,0.6774,0.0063
28,32.385236,0:00:32,0.0014,0.6698,0.0062
30,31.791368,0:00:32,0.0014,0.6499,0.0060
32,33.456474,0:00:33,0.0015,0.7060,0.0066
34,32.790832,0:00:33,0.0014,0.6795,0.0063
36,33.665667,0:00:34,0.0015,0.6958,0.0065
38,32.173777,0:00:32,0.0014,0.6703,0.0062
40,32.142727,0:00:32,0.0014,0.6677,0.0062
42,33.965260,0:00:34,0.0016,0.7363,0.0068
44,32.967204,0:00:33,0.0014,0.6694,0.0062
46,32.703111,0:00:33,0.0015,0.7001,0.0065
48,33.351214,0:00:33,0.0016,0.7797,0.0073
50,35.094005,0:00:35,0.0020,0.9591,0.0089
52,33.559461,0:00:34,0.0017,0.8181,0.0076
54,35.149512,0:00:35,0.0021,0.9849,0.0092
56,34.544623,0:00:35,0.0021,1.0107,0.0094
58,34.525157,0:00:35,0.0022,1.0373,0.0096
60,35.794644,0:00:36,0.0021,1.0063,0.0094
62,36.052687,0:00:36,0.0021,1.0143,0.0094
64,35.192817,0:00:35,0.0023,1.0771,0.0100
66,35.767588,0:00:36,0.0022,1.0256,0.0095
68,34.503797,0:00:35,0.0023,1.0861,0.0101
70,36.279575,0:00:36,0.0023,1.0908,0.0101
72,35.486020,0:00:35,0.0021,1.0109,0.0094
74,36.019997,0:00:36,0.0021,1.0181,0.0095
76,35.274410,0:00:35,0.0020,0.9602,0.0089
78,36.067542,0:00:36,0.0021,0.9890,0.0092
80,36.761603,0:00:37,0.0023,1.1162,0.0104
82,36.061393,0:00:36,0.0021,0.9845,0.0092
84,36.165635,0:00:36,0.0021,1.0157,0.0094
86,36.697354,0:00:37,0.0023,1.0840,0.0101
88,35.117779,0:00:35,0.0020,0.9530,0.0089
