Treads|Time|Energy|CO2eq|travelled
2|0:01:32|0,0066|3,1408|0,0292
4|0:00:54|0,0043|2,0460|0,0190
6|0:00:45|0,0038|1,8115|0,0169
8|0:00:43|0,0038|1,8215|0,0169
10|0:00:43|0,0039|1,8662|0,0174
12|0:00:42|0,0041|1,9248|0,0179
14|0:00:46|0,0045|2,1147|0,0197
16|0:00:46|0,0047|2,2267|0,0207
18|0:00:50|0,0052|2,4714|0,0230
20|0:00:54|0,0057|2,7055|0,0252
22|0:00:54|0,0057|2,7295|0,0254
24|0:00:54|0,0059|2,8010|0,0261
26|0:01:01|0,0067|3,1763|0,0295
28|0:01:04|0,0070|3,3176|0,0309
30|0:01:05|0,0071|3,3907|0,0315
32|0:01:11|0,0078|3,6937|0,0344
34|0:01:13|0,0080|3,8186|0,0355
36|0:01:12|0,0079|3,7451|0,0348
38|0:01:16|0,0084|3,9988|0,0372
40|0:01:16|0,0085|4,0144|0,0373
42|0:01:19|0,0088|4,1762|0,0388
44|0:01:20|0,0089|4,2207|0,0393
46|0:01:28|0,0097|4,6227|0,0430
48|0:01:34|0,0105|4,9830|0,0464
